Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.662500,0.875000,0.625000,-0.968843,-2.923113,1
1,0.850000,0.937500,0.000000,-0.898587,-3.291325,1
2,0.887500,0.937500,0.000000,-0.999323,-2.877077,1
3,0.587500,1.312500,1.875000,-0.867637,-3.328142,1
4,1.000000,1.437500,0.000000,-0.371802,-5.005821,0
5,0.850000,1.500000,0.833333,-0.730442,-4.376549,1
6,1.000000,1.500000,0.208333,-0.535427,-5.005816,0
7,0.925000,1.562500,0.625000,-0.595597,-4.639037,0
8,0.962500,1.750000,0.833333,-0.561551,-4.784131,0
9,0.587500,2.000000,2.916667,-0.999490,-1.773916,1
10,0.550000,0.750000,0.416667,-0.999098,-2.593548,1
11,0.512500,0.812500,1.250000,-0.996075,-2.697617,1
12,0.662500,0.812500,0.208333,-0.995735,-2.837930,1
13,0.700000,0.812500,0.000000,-0.955565,-2.860672,1
14,0.700000,0.875000,0.416667,-0.965708,-2.860505,1
15,0.587500,1.250000,1.666667,-0.829681,-3.328142,1
16,0.662500,1.000000,0.000000,-0.709760,-3.813449,1
17,0.812500,1.437500,0.833333,-0.625927,-4.247443,1
18,0.962500,1.375000,0.000000,-0.521622,-4.851018,0
19,1.000000,1.625000,0.416667,-0.311913,-4.953348,0
20,1.000000,1.875000,0.833333,-0.326841,-4.871811,0
21,0.812500,1.187500,0.000000,-0.534664,-4.337117,0
22,0.850000,1.437500,0.625000,-0.526928,-4.343546,0
23,0.437500,1.625000,4.166667,-0.999133,-1.408486,1
24,0.437500,0.625000,0.000000,-0.997765,-2.427769,1
25,0.662500,1.625000,2.291667,-0.998511,-1.937700,1
26,0.625000,0.812500,0.416667,-0.982973,-2.798451,1
27,0.812500,0.937500,0.208333,-0.895423,-2.842924,1
28,0.887500,1.000000,0.208333,-0.825897,-2.877333,1
29,0.925000,1.000000,0.000000,-0.737270,-3.192088,1
30,0.550000,1.375000,2.291667,-0.749231,-3.074894,1
31,0.700000,1.125000,0.416667,-0.672763,-3.805635,1
32,0.812500,1.625000,1.250000,-0.580591,-4.129714,0
33,0.812500,1.875000,1.666667,-0.614395,-4.034570,1
34,0.925000,1.500000,0.416667,-0.343636,-4.638868,0
35,0.925000,1.687500,0.833333,-0.461992,-4.638403,0
36,0.925000,1.812500,1.041667,-0.474943,-4.607422,0
37,0.962500,1.562500,0.416667,-0.319015,-4.783464,0
38,1.000000,1.750000,0.625000,-0.264000,-4.837909,0
39,0.850000,1.625000,1.041667,-0.517337,-4.280564,0
40,0.400000,0.625000,0.416667,-0.983912,-2.389575,1
41,0.400000,0.687500,1.250000,-0.986307,-2.349573,1
42,0.550000,0.750000,1.041667,-0.992913,-2.264963,1
43,0.437500,1.125000,3.333333,-0.998306,-1.408486,1
44,0.400000,1.875000,4.791667,-0.998453,-1.318540,1
45,0.662500,1.875000,2.500000,-0.996685,-1.937700,1
46,0.512500,0.687500,0.000000,-0.982971,-2.637356,1
47,0.587500,0.812500,0.625000,-0.977140,-2.708786,1
48,0.625000,0.875000,0.833333,-0.957605,-2.715927,1
49,0.700000,0.937500,0.833333,-0.954449,-2.773628,1
50,0.962500,1.000000,0.000000,-0.942012,-2.781477,1
51,0.437500,0.812500,0.625000,-0.848735,-2.785988,1
52,0.662500,0.812500,0.000000,-0.768106,-2.837849,1
53,0.475000,1.125000,2.083333,-0.795527,-2.798938,1
54,0.550000,1.187500,1.666667,-0.718143,-3.165915,1
55,0.475000,0.875000,0.625000,-0.722172,-2.920836,1
56,0.625000,1.125000,0.833333,-0.668024,-3.538307,1
57,0.662500,1.437500,1.666667,-0.657885,-3.670060,1
58,0.700000,1.437500,1.458333,-0.635926,-3.729542,1
59,0.662500,1.187500,0.833333,-0.589052,-3.795175,0
60,0.775000,1.437500,1.041667,-0.551166,-3.891010,0
61,0.775000,1.625000,1.458333,-0.560461,-3.844614,0
62,0.850000,1.250000,0.000000,-0.363902,-4.341827,0
63,0.850000,1.375000,0.416667,-0.408532,-4.306073,0
64,0.962500,1.937500,1.041667,-0.276104,-4.515745,0
65,0.962500,1.500000,0.208333,-0.179315,-4.604646,0
66,1.000000,1.562500,0.208333,-0.150966,-4.761101,0
67,0.812500,1.250000,0.208333,-0.459431,-4.278671,0
68,0.850000,1.875000,1.458333,-0.511794,-4.205851,0
69,0.812500,1.812500,1.666667,-0.986890,-2.230176,1
70,0.437500,0.875000,2.500000,-0.997878,-1.408486,1
71,0.400000,1.062500,3.541667,-0.998446,-1.318540,1
72,0.662500,1.437500,2.083333,-0.996666,-1.937700,1
73,0.437500,0.687500,1.250000,-0.981423,-2.308561,1
74,0.475000,0.750000,1.041667,-0.978452,-2.464139,1
75,0.512500,0.687500,0.208333,-0.967964,-2.596358,1
76,0.775000,0.937500,0.416667,-0.938423,-2.768184,1
77,0.625000,0.812500,0.208333,-0.759166,-2.798451,1
78,0.550000,1.312500,2.083333,-0.671567,-3.115805,1
79,0.475000,0.937500,1.041667,-0.719447,-2.920836,1
80,0.587500,1.062500,0.833333,-0.663749,-3.417316,1
81,0.662500,1.625000,2.083333,-0.648135,-3.580800,1
82,0.700000,1.625000,1.875000,-0.613263,-3.654467,1
83,0.737500,1.437500,1.250000,-0.569120,-3.732594,0
84,0.700000,1.187500,0.625000,-0.540823,-3.805635,0
85,0.850000,1.312500,0.208333,-0.346597,-4.306424,0
86,0.887500,1.375000,0.208333,-0.261053,-4.489280,0
87,0.962500,1.687500,0.625000,-0.228157,-4.511053,0
88,0.812500,1.312500,0.416667,-0.458825,-4.240537,0
89,0.737500,1.125000,0.208333,-0.504655,-3.875846,0
90,0.812500,1.375000,0.625000,-0.501611,-4.188371,0
91,0.812500,1.750000,1.458333,-0.503990,-3.992802,0
92,0.850000,1.750000,1.250000,-0.470079,-4.205851,0
93,0.812500,1.750000,1.666667,-0.984808,-2.230176,1
94,0.437500,0.687500,1.458333,-0.997485,-1.408486,1
95,0.400000,0.937500,3.125000,-0.998432,-1.318540,1
96,0.662500,1.812500,2.500000,-0.993595,-1.937700,1
97,0.587500,1.937500,2.916667,-0.995433,-1.773916,1
98,0.475000,0.687500,0.416667,-0.976172,-2.432910,1
99,0.512500,0.875000,1.666667,-0.955906,-2.594606,1
100,0.550000,0.875000,1.458333,-0.964228,-2.529333,1
101,0.512500,0.750000,0.625000,-0.932799,-2.596358,1
102,0.587500,0.937500,1.458333,-0.905265,-2.719646,1
103,0.437500,1.000000,1.875000,-0.834318,-2.756288,1
104,0.437500,0.750000,0.000000,-0.754853,-2.785988,1
105,0.737500,1.000000,0.833333,-0.689445,-2.875240,1
106,0.550000,0.875000,0.000000,-0.657573,-3.240203,1
107,0.550000,1.250000,1.875000,-0.657907,-3.123507,1
108,0.587500,1.500000,2.291667,-0.637230,-3.275918,1
109,0.625000,1.000000,0.208333,-0.609605,-3.538013,1
110,0.700000,1.750000,2.083333,-0.574101,-3.555147,0
111,0.887500,1.000000,0.000000,-0.559391,-3.680303,0
112,0.700000,1.375000,1.250000,-0.521934,-3.728772,0
113,0.887500,1.312500,0.000000,-0.231087,-4.489280,0
114,0.962500,1.812500,0.833333,-0.235629,-4.458617,0
115,0.925000,1.437500,0.208333,-0.221687,-4.495487,0
116,0.925000,2.000000,1.250000,-0.283507,-4.240309,0
117,0.775000,1.187500,0.208333,-0.496507,-4.004760,0
118,0.775000,1.250000,0.416667,-0.393303,-4.007740,0
119,0.850000,1.562500,0.833333,-0.297179,-4.040266,0
120,0.887500,1.875000,1.250000,-0.308860,-4.016793,0
121,0.400000,0.687500,1.458333,-0.983730,-2.203889,1
122,0.775000,1.937500,1.875000,-0.984000,-2.103349,1
123,0.437500,0.750000,1.875000,-0.997239,-1.408486,1
124,0.287500,0.562500,2.500000,-0.998424,-1.000454,1
125,0.400000,1.000000,3.333333,-0.998132,-1.318540,1
126,0.662500,1.687500,2.291667,-0.993206,-1.937700,1
127,0.437500,0.750000,1.458333,-0.975677,-2.404878,1
128,0.550000,0.812500,1.041667,-0.963837,-2.529333,1
129,0.587500,0.750000,0.000000,-0.900423,-2.708654,1
130,0.587500,0.875000,1.041667,-0.905228,-2.622499,1
131,0.475000,1.437500,3.125000,-0.826579,-2.747399,1
132,0.437500,0.875000,1.041667,-0.737193,-2.785988,1
133,0.700000,1.000000,1.041667,-0.674835,-2.851865,1
134,0.550000,0.937500,0.416667,-0.638790,-3.240203,1
135,0.662500,1.750000,2.291667,-0.609088,-3.492235,1
136,0.737500,1.625000,1.666667,-0.536982,-3.667533,0
137,0.662500,1.250000,1.041667,-0.504945,-3.717805,0
138,0.925000,1.375000,0.000000,-0.170322,-4.351877,0
139,1.000000,1.687500,0.416667,-0.106809,-4.381709,0
140,1.000000,1.937500,0.833333,-0.149476,-4.381521,0
141,0.925000,1.625000,0.625000,-0.207471,-4.239133,0
142,0.887500,1.750000,1.041667,-0.279325,-4.077745,0
143,0.700000,1.250000,0.833333,-0.456551,-3.768805,0
144,0.700000,1.312500,1.041667,-0.457671,-3.729726,0
145,0.775000,1.375000,0.833333,-0.448565,-3.882617,0
146,0.775000,1.312500,0.625000,-0.390763,-3.924407,0
147,1.000000,1.000000,0.000000,-0.981932,-2.137603,1
148,0.437500,1.437500,3.958333,-0.996807,-1.408486,1
149,0.400000,0.625000,1.250000,-0.998071,-1.318540,1
150,0.662500,1.937500,2.500000,-0.992425,-1.937700,1
151,0.437500,0.687500,0.833333,-0.973835,-2.386000,1
152,0.550000,0.750000,0.833333,-0.974175,-2.349817,1
153,0.437500,0.625000,0.208333,-0.943021,-2.386158,1
154,0.475000,0.687500,0.625000,-0.926389,-2.393122,1
155,0.437500,1.125000,2.500000,-0.850371,-2.651404,1
156,0.550000,0.812500,0.833333,-0.880741,-2.606809,1
157,0.437500,1.437500,3.541667,-0.891163,-2.539045,1
158,0.550000,0.750000,0.208333,-0.794430,-2.669823,1
159,0.437500,0.937500,1.458333,-0.723218,-2.784604,1
160,0.625000,0.875000,0.625000,-0.608478,-2.798451,1
161,0.662500,0.875000,0.416667,-0.607369,-2.837930,1
162,0.737500,0.875000,0.000000,-0.607348,-2.962384,1
163,0.625000,1.625000,2.291667,-0.605013,-3.360015,1
164,0.662500,1.375000,1.458333,-0.521238,-3.638938,0
165,0.662500,1.312500,1.250000,-0.504231,-3.682864,0
166,1.000000,1.500000,0.000000,-0.085464,-4.381703,0
167,0.962500,1.437500,0.000000,-0.118801,-4.342039,0
168,0.925000,1.875000,1.041667,-0.217987,-4.044891,0
169,0.962500,2.000000,1.041667,-0.173130,-4.073039,0
170,0.737500,1.187500,0.416667,-0.402028,-3.821206,0
171,0.737500,1.375000,1.041667,-0.421707,-3.741402,0
172,0.812500,1.562500,1.041667,-0.365156,-3.888957,0
173,0.775000,1.875000,1.875000,-0.980388,-2.103349,1
174,0.437500,1.312500,3.750000,-0.996689,-1.408486,1
175,0.400000,0.562500,0.625000,-0.998059,-1.318540,1
176,0.475000,1.625000,3.541667,-0.991419,-1.515945,1
177,0.587500,1.875000,2.916667,-0.991297,-1.773916,1
178,0.662500,2.000000,2.500000,-0.988286,-1.937700,1
179,0.550000,0.687500,0.416667,-0.973319,-2.350263,1
180,0.437500,0.687500,0.625000,-0.868799,-2.452960,1
181,0.475000,0.687500,0.208333,-0.833528,-2.498144,1
182,0.512500,0.812500,1.041667,-0.727209,-2.668771,1
183,0.550000,0.875000,1.250000,-0.767106,-2.606809,1
184,0.437500,1.187500,2.708333,-0.737142,-2.651404,1
185,0.437500,1.375000,3.333333,-0.776478,-2.585812,1
186,0.962500,1.062500,0.208333,-0.677071,-2.768579,1
187,0.475000,1.187500,2.291667,-0.663449,-2.770429,1
188,0.700000,0.875000,0.208333,-0.591470,-2.865221,0
189,0.662500,0.937500,0.833333,-0.597709,-2.837930,0
190,0.475000,1.250000,2.500000,-0.600866,-2.776454,1
191,0.625000,1.437500,1.875000,-0.588060,-3.353852,0
192,0.625000,1.187500,1.041667,-0.515186,-3.505262,0
193,0.775000,1.750000,1.666667,-0.502462,-3.678725,0
194,1.000000,1.812500,0.625000,-0.110104,-4.243300,0
195,0.925000,1.750000,0.833333,-0.185255,-3.974739,0
196,0.662500,1.062500,0.208333,-0.379204,-3.741994,0
197,0.737500,1.250000,0.625000,-0.350032,-3.815674,0
198,0.775000,1.625000,1.666667,-0.978499,-2.103349,1
199,0.437500,1.875000,4.375000,-0.996224,-1.408486,1
200,0.400000,0.812500,2.500000,-0.997366,-1.318540,1
201,0.325000,1.000000,4.375000,-0.998005,-1.116973,1
202,0.475000,1.812500,3.750000,-0.991382,-1.515945,1
203,0.587500,1.625000,2.708333,-0.988755,-1.773916,1
204,0.512500,2.000000,3.541667,-0.990634,-1.594211,1
205,0.625000,2.000000,2.708333,-0.984995,-1.870389,1
206,0.437500,0.625000,0.625000,-0.875981,-2.328226,1
207,0.400000,0.750000,1.875000,-0.964376,-2.288620,1
208,0.925000,0.937500,0.000000,-0.971554,-2.226917,1
209,0.437500,0.812500,1.875000,-0.865705,-2.336735,1
210,0.475000,0.812500,1.458333,-0.833207,-2.464139,1
211,0.437500,1.250000,2.916667,-0.688442,-2.647844,1
212,0.437500,1.312500,3.125000,-0.690776,-2.594821,1
213,0.550000,0.937500,1.666667,-0.735040,-2.529333,1
214,0.475000,1.375000,2.916667,-0.672667,-2.747399,1
215,0.775000,1.000000,0.625000,-0.612206,-2.768184,1
216,0.512500,0.875000,0.208333,-0.557468,-3.198528,0
217,0.775000,0.937500,0.208333,-0.587381,-3.063402,0
218,0.850000,1.000000,0.208333,-0.547308,-3.291325,0
219,0.737500,1.750000,1.875000,-0.504270,-3.488690,0
220,0.962500,1.625000,0.416667,-0.109930,-3.998372,0
221,0.812500,1.375000,0.416667,-0.139187,-3.815794,0
222,0.737500,1.312500,0.833333,-0.358139,-3.648440,0
223,0.700000,1.062500,0.000000,-0.334006,-3.805635,0
224,0.775000,1.812500,1.875000,-0.976705,-2.103349,1
225,0.437500,1.062500,3.125000,-0.996131,-1.408486,1
226,0.400000,1.250000,3.958333,-0.997134,-1.318540,1
227,0.325000,0.812500,3.541667,-0.998003,-1.116973,1
228,0.475000,1.437500,3.333333,-0.991285,-1.515945,1
229,0.587500,1.812500,2.916667,-0.987084,-1.773916,1
230,0.512500,1.750000,3.333333,-0.990093,-1.594211,1
231,0.625000,1.750000,2.500000,-0.984843,-1.870389,1
232,0.437500,0.750000,1.666667,-0.905005,-2.283038,1
233,0.812500,2.000000,1.875000,-0.951737,-2.230176,1
234,0.400000,0.625000,0.208333,-0.782550,-2.386111,1
235,0.400000,0.750000,0.416667,-0.743223,-2.431632,1
236,0.437500,0.750000,1.250000,-0.798869,-2.386000,1
237,0.475000,0.750000,0.833333,-0.742531,-2.432910,1
238,0.850000,1.937500,1.666667,-0.820063,-2.365919,1
239,0.587500,0.812500,0.416667,-0.644858,-2.708654,1
240,0.587500,1.687500,2.708333,-0.623218,-2.734044,1
241,0.925000,2.000000,1.458333,-0.669824,-2.646767,1
242,0.812500,0.937500,0.000000,-0.552415,-3.094001,0
243,0.512500,1.437500,2.708333,-0.568613,-3.000266,0
244,0.550000,1.562500,2.708333,-0.582553,-2.938644,0
245,0.512500,0.937500,0.625000,-0.535523,-3.198528,0
246,0.587500,1.000000,0.416667,-0.426232,-3.448531,0
247,0.550000,1.062500,1.041667,-0.497697,-3.253529,0
248,0.587500,1.125000,1.041667,-0.463901,-3.421238,0
249,0.812500,1.250000,0.000000,-0.121600,-3.810962,0
250,0.812500,1.937500,1.666667,-0.344853,-3.551265,0
251,0.812500,1.500000,0.833333,-0.239867,-3.785769,0
252,0.887500,1.625000,0.833333,-0.305227,-3.635355,0
253,0.850000,1.937500,1.458333,-0.287555,-3.739616,0
254,0.775000,1.562500,1.666667,-0.973973,-2.103349,1
255,0.700000,1.812500,2.291667,-0.975745,-2.005051,1
256,0.737500,1.812500,2.083333,-0.975722,-2.076902,1
257,0.437500,0.937500,2.708333,-0.995945,-1.408486,1
258,0.400000,1.500000,4.375000,-0.997100,-1.318540,1
259,0.325000,1.062500,4.583333,-0.997879,-1.116973,1
260,0.475000,1.000000,2.291667,-0.991265,-1.515945,1
261,0.587500,1.437500,2.500000,-0.985523,-1.773916,1
262,0.325000,1.187500,4.583333,-0.988445,-1.534734,1
263,0.625000,1.937500,2.708333,-0.984306,-1.870389,1
264,0.437500,0.687500,1.041667,-0.903351,-2.267062,1
265,0.812500,1.375000,1.250000,-0.937337,-2.230176,1
266,0.400000,0.875000,1.458333,-0.699206,-2.431632,1
267,0.512500,0.625000,0.000000,-0.797008,-2.349720,1
268,0.437500,0.875000,2.291667,-0.758760,-2.352464,1
269,0.625000,0.937500,1.041667,-0.588053,-2.715927,0
270,0.475000,1.312500,2.708333,-0.593421,-2.700910,0
271,0.512500,0.750000,0.416667,-0.622032,-2.637356,1
272,0.437500,1.562500,3.750000,-0.669315,-2.455007,1
273,0.700000,0.937500,0.625000,-0.561783,-2.860505,0
274,0.737500,0.937500,0.416667,-0.560478,-2.875178,0
275,0.437500,1.062500,2.083333,-0.563929,-2.756806,0
276,0.512500,1.187500,1.875000,-0.511132,-3.148771,0
277,0.625000,1.250000,1.250000,-0.424837,-3.431055,0
278,1.000000,1.062500,0.000000,-0.468113,-3.170736,0
279,0.625000,1.375000,1.666667,-0.454480,-3.302329,0
280,0.625000,1.062500,0.416667,-0.320141,-3.505387,0
281,0.962500,1.875000,0.833333,-0.118004,-3.759698,0
282,0.812500,1.687500,1.250000,-0.288967,-3.634445,0
283,0.812500,1.437500,0.625000,-0.172535,-3.738927,0
284,0.850000,1.687500,1.041667,-0.232824,-3.723937,0
285,0.850000,1.812500,1.250000,-0.239596,-3.658438,0
286,0.775000,1.750000,1.875000,-0.972951,-2.103349,1
287,0.700000,1.875000,2.291667,-0.974808,-2.005051,1
288,0.737500,1.875000,2.083333,-0.973393,-2.076902,1
289,0.437500,1.000000,2.916667,-0.991975,-1.408486,1
290,0.362500,0.875000,2.916667,-0.996912,-1.220608,1
291,0.400000,1.687500,4.583333,-0.996718,-1.318540,1
292,0.287500,0.937500,5.000000,-0.997760,-1.000454,1
293,0.475000,1.062500,2.500000,-0.991263,-1.515945,1
294,0.587500,1.312500,2.291667,-0.985462,-1.773916,1
295,0.625000,1.687500,2.500000,-0.983991,-1.870389,1
296,0.812500,1.250000,1.041667,-0.917210,-2.230176,1
297,0.400000,0.937500,1.875000,-0.694831,-2.431632,1
298,0.400000,0.687500,1.041667,-0.794743,-2.329580,1
299,0.400000,1.187500,3.125000,-0.634647,-2.443291,1
300,0.812500,1.000000,0.416667,-0.533649,-2.842924,0
301,0.887500,1.062500,0.416667,-0.540398,-2.777742,0
302,0.475000,1.062500,1.666667,-0.495589,-2.877482,0
303,0.512500,1.375000,2.500000,-0.478016,-2.912051,0
304,0.587500,0.937500,0.000000,-0.336782,-3.408987,0
305,0.587500,1.437500,2.083333,-0.459223,-2.970521,0
306,0.925000,1.062500,0.208333,-0.422811,-3.266138,0
307,0.512500,1.250000,2.083333,-0.431991,-3.034655,0
308,0.887500,1.437500,0.416667,-0.281742,-3.442435,0
309,0.812500,1.312500,0.208333,-0.110056,-3.675028,0
310,0.925000,1.562500,0.416667,-0.114367,-3.666333,0
311,0.962500,1.750000,0.625000,-0.099995,-3.675893,0
312,0.662500,1.125000,0.416667,-0.221151,-3.559452,0
313,0.850000,1.500000,0.625000,-0.165501,-3.566447,0
314,0.775000,1.375000,1.458333,-0.956621,-2.103349,1
315,0.737500,1.750000,2.083333,-0.966881,-2.076902,1
316,0.325000,0.937500,4.166667,-0.996784,-1.116973,1
317,0.400000,1.937500,4.791667,-0.996579,-1.318540,1
318,0.287500,0.625000,3.125000,-0.997681,-1.000454,1
319,0.475000,1.312500,3.125000,-0.991261,-1.515945,1
320,0.512500,1.812500,3.541667,-0.984695,-1.594111,1
321,0.625000,1.500000,2.291667,-0.983767,-1.870389,1
322,0.812500,1.500000,1.458333,-0.885872,-2.230176,1
323,0.400000,0.812500,2.291667,-0.793630,-2.288620,1
324,0.400000,1.375000,3.750000,-0.653644,-2.297084,1
325,0.850000,1.875000,1.666667,-0.616123,-2.365919,1
326,0.512500,0.875000,1.458333,-0.539974,-2.594606,0
327,0.512500,0.937500,1.875000,-0.534879,-2.697617,0
328,0.587500,1.625000,2.500000,-0.474291,-2.901430,0
329,0.512500,1.312500,2.291667,-0.432562,-2.955690,0
330,0.625000,1.312500,1.458333,-0.396184,-3.248558,0
331,1.000000,2.000000,0.833333,-0.080564,-3.592637,0
332,0.887500,1.562500,0.625000,-0.162540,-3.500449,0
333,0.775000,2.000000,2.083333,-0.954940,-2.103349,1
334,0.362500,1.062500,3.333333,-0.964581,-1.945895,1
335,0.400000,0.687500,1.666667,-0.996569,-1.318540,1
336,0.287500,0.500000,1.666667,-0.996931,-1.000454,1
337,0.475000,1.125000,2.708333,-0.991230,-1.515945,1
338,0.512500,1.437500,3.125000,-0.984645,-1.594111,1
339,0.587500,1.562500,2.708333,-0.983607,-1.773916,1
340,0.625000,1.875000,2.708333,-0.983601,-1.870389,1
341,0.812500,1.062500,0.625000,-0.875466,-2.230176,1
342,0.400000,0.750000,1.666667,-0.674833,-2.271803,1
343,0.850000,1.625000,1.458333,-0.614167,-2.365919,1
344,0.437500,0.687500,0.416667,-0.526864,-2.428734,0
345,0.475000,0.687500,0.000000,-0.506922,-2.478715,0
346,0.587500,0.875000,0.833333,-0.483805,-2.622585,0
347,0.400000,1.062500,2.500000,-0.532201,-2.412198,0
348,0.550000,1.687500,2.916667,-0.489347,-2.590703,0
349,0.925000,1.937500,1.458333,-0.475297,-2.646767,0
350,0.437500,0.812500,0.416667,-0.434004,-2.785988,0
351,0.962500,1.812500,1.250000,-0.446892,-2.778323,0
352,0.475000,0.812500,0.000000,-0.427084,-2.900431,0
353,0.662500,1.562500,1.875000,-0.385309,-3.219402,0
354,0.700000,1.562500,1.666667,-0.363095,-3.240382,0
355,0.812500,1.812500,1.458333,-0.254137,-3.245205,0
356,0.700000,1.937500,2.291667,-0.386713,-2.958478,0
357,0.662500,1.187500,0.625000,-0.150291,-3.293042,0
358,1.000000,1.625000,0.208333,-0.051262,-3.416097,0
359,0.400000,0.625000,1.041667,-0.945393,-1.951754,1
360,0.775000,1.250000,1.250000,-0.928164,-2.103349,1
361,0.400000,1.375000,4.166667,-0.996459,-1.318540,1
362,0.475000,0.937500,2.083333,-0.991218,-1.515945,1
363,0.512500,1.125000,2.500000,-0.984432,-1.594111,1
364,0.625000,1.625000,2.500000,-0.983122,-1.870389,1
365,0.812500,1.687500,1.666667,-0.873441,-2.230176,1
366,0.512500,0.687500,0.625000,-0.549124,-2.349387,0
367,0.400000,1.250000,3.333333,-0.574569,-2.296984,0
368,0.400000,1.312500,3.541667,-0.583879,-2.259642,0
369,0.400000,0.625000,0.000000,-0.496272,-2.399026,0
370,0.850000,1.437500,1.250000,-0.530570,-2.365919,0
371,0.550000,0.812500,0.625000,-0.473340,-2.593596,0
372,0.587500,0.937500,1.250000,-0.465013,-2.622499,0
373,0.550000,0.750000,0.000000,-0.420442,-2.652070,0
374,0.887500,2.000000,1.458333,-0.387328,-2.690605,0
375,1.000000,2.000000,1.041667,-0.374358,-3.148581,0
376,0.775000,1.562500,1.250000,-0.316462,-3.235360,0
377,0.925000,1.937500,1.041667,-0.122707,-3.236790,0
378,0.662500,1.562500,2.291667,-0.932982,-1.937700,1
379,0.775000,1.500000,1.666667,-0.901978,-2.103349,1
380,0.737500,2.000000,2.291667,-0.912086,-2.076902,1
381,0.400000,0.750000,2.083333,-0.996379,-1.318540,1
382,0.325000,1.125000,4.791667,-0.996406,-1.116973,1
383,0.475000,2.000000,3.958333,-0.991207,-1.515945,1
384,0.512500,1.312500,2.916667,-0.984402,-1.594111,1
385,0.625000,1.812500,2.708333,-0.982879,-1.870389,1
386,0.812500,1.937500,1.875000,-0.819073,-2.230176,1
387,0.850000,1.187500,0.833333,-0.513335,-2.365919,0
388,0.587500,1.750000,2.708333,-0.430467,-2.600881,0
389,0.962500,1.437500,0.208333,-0.399669,-2.640000,0
390,0.512500,1.062500,1.250000,-0.366054,-3.118464,0
391,0.587500,1.187500,1.250000,-0.367013,-3.037628,0
392,0.587500,1.375000,1.875000,-0.371233,-2.755242,0
393,0.625000,1.000000,0.000000,-0.187119,-3.136436,0
394,0.887500,1.937500,1.250000,-0.173832,-3.157949,0
395,0.775000,1.687500,1.875000,-0.891286,-2.103349,1
396,0.437500,0.625000,0.833333,-0.895685,-1.995695,1
397,0.400000,1.187500,3.750000,-0.995538,-1.318540,1
398,0.475000,1.562500,3.541667,-0.991203,-1.515945,1
399,0.625000,1.312500,2.083333,-0.982784,-1.870389,1
400,0.587500,1.750000,2.916667,-0.982794,-1.773916,1
401,0.812500,1.125000,0.833333,-0.762948,-2.230176,1
402,0.437500,0.812500,1.666667,-0.471507,-2.337660,0
403,0.400000,0.812500,0.833333,-0.422922,-2.431632,0
404,0.550000,1.500000,2.500000,-0.414975,-2.522914,0
405,0.962500,1.625000,0.625000,-0.386176,-2.568865,0
406,0.625000,0.812500,0.000000,-0.359987,-2.788522,0
407,0.550000,1.125000,1.250000,-0.328290,-2.883342,0
408,0.737500,1.562500,1.458333,-0.321011,-2.978127,0
409,0.737500,1.937500,2.083333,-0.354304,-2.797457,0
410,0.962500,2.000000,0.000000,-0.353535,-2.809598,0
411,0.625000,1.562500,2.083333,-0.370547,-2.745534,0
412,0.850000,1.437500,0.416667,-0.118739,-3.148071,0
413,0.962500,1.562500,0.208333,-0.060731,-3.149299,0
414,0.887500,1.812500,1.041667,-0.145558,-2.981391,0
415,1.000000,1.875000,0.625000,-0.056606,-3.149669,0
416,0.700000,1.750000,2.291667,-0.869187,-2.005051,1
417,0.775000,1.937500,2.083333,-0.858216,-2.103084,1
418,0.362500,1.125000,3.541667,-0.879842,-1.945895,1
419,0.400000,0.875000,2.708333,-0.995386,-1.318540,1
420,0.475000,1.750000,3.750000,-0.991199,-1.515945,1
421,0.625000,1.437500,2.291667,-0.982747,-1.870389,1
422,0.812500,1.312500,1.250000,-0.638877,-2.230176,1
423,0.887500,1.750000,1.458333,-0.405123,-2.507147,0
424,0.925000,1.937500,1.250000,-0.411805,-2.389607,0
425,0.512500,1.000000,0.833333,-0.197942,-2.969237,0
426,0.775000,1.812500,1.666667,-0.281635,-2.818023,0
427,1.000000,1.937500,1.250000,-0.263145,-2.925501,0
428,0.475000,1.000000,1.250000,-0.330615,-2.796777,0
429,0.662500,1.812500,2.291667,-0.333698,-2.616136,0
430,0.925000,1.687500,0.625000,-0.091785,-3.060137,0
431,0.887500,1.687500,0.833333,-0.137066,-2.981283,0
432,1.000000,1.750000,0.416667,-0.048298,-3.060767,0
433,0.362500,1.000000,2.916667,-0.862361,-1.980338,1
434,0.512500,0.625000,0.208333,-0.855201,-2.093324,1
435,0.775000,1.125000,1.041667,-0.802124,-2.103084,1
436,0.662500,1.750000,2.500000,-0.872509,-1.937700,1
437,0.325000,0.625000,2.291667,-0.994764,-1.116973,1
438,0.400000,2.000000,4.791667,-0.994756,-1.318540,1
439,0.475000,1.187500,2.916667,-0.991130,-1.515945,1
440,0.587500,1.187500,2.083333,-0.982746,-1.773916,1
441,0.625000,1.187500,1.875000,-0.982350,-1.870389,1
442,0.812500,1.625000,1.666667,-0.632379,-2.230176,1
443,0.437500,1.000000,1.666667,-0.382794,-2.481161,0
444,0.962500,1.875000,1.041667,-0.395817,-2.399687,0
445,0.437500,1.125000,2.291667,-0.402304,-2.325752,0
446,0.850000,1.812500,1.666667,-0.401955,-2.365919,0
447,0.775000,1.687500,1.458333,-0.268870,-2.814393,0
448,1.000000,1.875000,1.250000,-0.151491,-2.925501,0
