Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.553988,1.699474,3.091768,-0.972703,-1.706263
1,0.309051,1.086327,4.399675,-0.850257,-1.447928
2,0.553988,1.699474,3.017434,-0.973932,-1.706263
3,0.598308,1.323962,2.382239,-0.971273,-1.803752
4,0.553988,1.699474,3.091768,-0.972703,-1.706263
5,0.309051,1.086327,4.399675,-0.850257,-1.447928
6,0.598308,1.323962,2.382239,-0.971273,-1.803752
7,0.592430,1.713003,2.734912,-0.984191,-1.784853
8,0.543876,1.700042,3.017434,-0.619369,-2.929653
9,0.553988,1.699474,3.017434,-0.973932,-1.706263
10,0.553988,1.699474,3.091768,-0.972703,-1.706263
11,0.309051,1.086327,4.399675,-0.850257,-1.447928
12,0.543876,1.700042,3.017434,-0.619369,-2.929653
13,0.630273,1.692796,2.734912,-0.676538,-1.876816
14,0.606692,1.323962,2.382239,-0.880394,-1.830523
15,0.598308,1.404037,2.413292,-0.984920,-1.803752
16,0.598308,1.323962,2.382239,-0.971273,-1.803752
17,0.592430,1.713003,2.734912,-0.984191,-1.784853
18,0.592430,1.649454,2.734912,-0.979244,-1.784853
19,0.553988,1.699474,3.017434,-0.973932,-1.706263
20,0.553988,1.699474,3.015109,-0.973932,-1.706263
21,0.553988,1.699474,3.091768,-0.972703,-1.706263
22,0.553988,1.699474,3.094094,-0.972703,-1.706263
23,0.553988,1.699474,3.101994,-0.972549,-1.706263
24,0.553988,1.699474,3.167366,-0.961935,-1.706263
25,0.309051,1.084999,4.399675,-0.863283,-1.454780
26,0.543876,1.700042,3.017434,-0.619369,-2.929653
27,0.630273,1.692796,2.734912,-0.676538,-1.876816
28,0.606692,1.323962,2.382239,-0.880394,-1.830523
29,0.586162,1.649454,2.734912,-0.999882,-1.773525
30,0.606547,1.408007,2.382239,-0.998038,-1.830283
31,0.598308,1.404037,2.413292,-0.984920,-1.803752
32,0.545668,1.597157,3.017434,-0.988682,-1.686133
33,0.598453,1.319991,2.413292,-0.923772,-1.804257
34,0.598308,1.323962,2.382239,-0.971273,-1.803752
35,0.592430,1.713003,2.734912,-0.984191,-1.784853
36,0.592430,1.649454,2.734912,-0.979244,-1.784853
37,0.563066,1.699474,3.053997,-0.979192,-1.734166
38,0.553988,1.699474,3.017434,-0.973932,-1.706263
39,0.553988,1.699474,3.015109,-0.973932,-1.706263
40,0.559173,1.760821,3.137881,-0.972972,-1.722268
41,0.511751,1.588838,3.167366,-0.978011,-1.591762
42,0.543876,1.700042,3.017434,-0.619369,-2.929653
43,0.630273,1.692796,2.734912,-0.676538,-1.876816
44,0.606692,1.323962,2.382239,-0.880394,-1.830523
45,0.586162,1.649454,2.734912,-0.999882,-1.773525
46,0.606547,1.408007,2.382239,-0.998038,-1.830283
47,0.630273,1.692796,2.740889,-0.633021,-1.876816
48,0.598308,1.404037,2.413292,-0.984920,-1.803752
49,0.545668,1.597157,3.017434,-0.988682,-1.686133
50,0.598453,1.319991,2.413292,-0.923772,-1.804257
51,0.545668,1.597157,3.011457,-0.988682,-1.686133
52,0.598308,1.323962,2.382239,-0.971273,-1.803752
53,0.592430,1.713003,2.734912,-0.984191,-1.784853
54,0.592430,1.649454,2.734912,-0.979244,-1.784853
55,0.563066,1.768384,3.053997,-0.981865,-1.734166
56,0.583197,1.594536,2.734912,-0.971971,-1.772366
57,0.563066,1.699474,3.053997,-0.979192,-1.734166
58,0.547088,1.595920,3.017434,-0.981851,-1.686760
59,0.548963,1.791523,3.137881,-0.979732,-1.689971
60,0.553988,1.699474,3.017434,-0.973932,-1.706263
61,0.553988,1.699474,3.015109,-0.973932,-1.706263
62,0.559173,1.760821,3.137881,-0.972972,-1.722268
63,0.511751,1.588838,3.167366,-0.978011,-1.591762
64,0.586162,1.649454,2.734912,-0.999882,-1.773525
65,0.606547,1.408007,2.382239,-0.998038,-1.830283
66,0.607577,1.408007,2.382239,-0.991268,-1.833867
67,0.614188,1.649454,2.698969,-0.987265,-1.857090
68,0.555045,1.597157,3.017434,-0.999962,-1.710027
69,0.547088,1.699522,3.017434,-0.698307,-3.025088
70,0.562036,1.768384,3.053997,-0.987305,-1.731226
71,0.606692,1.323962,2.382239,-0.880394,-1.830523
72,0.598308,1.404037,2.413292,-0.984920,-1.803752
73,0.600610,1.649454,2.721377,-0.975579,-1.811074
74,0.546329,1.700042,3.142585,-0.989369,-1.686393
75,0.543876,1.700042,3.017434,-0.619369,-2.929653
76,0.630273,1.692796,2.734912,-0.676538,-1.876816
77,0.592430,1.713003,2.734912,-0.984191,-1.784853
78,0.598453,1.319991,2.413292,-0.923772,-1.804257
79,0.598308,1.323962,2.382239,-0.971273,-1.803752
80,0.545668,1.597157,3.017434,-0.988682,-1.686133
81,0.545668,1.597157,3.011457,-0.988682,-1.686133
82,0.630273,1.692796,2.740889,-0.633021,-1.876816
83,0.592430,1.649454,2.734912,-0.979244,-1.784853
84,0.563066,1.768384,3.053997,-0.981865,-1.734166
85,0.563066,1.768384,3.054493,-0.981865,-1.734166
86,0.511751,1.515563,3.167366,-0.985561,-1.591762
87,0.547088,1.595920,3.017434,-0.981851,-1.686760
88,0.586162,1.649454,2.734912,-0.999882,-1.773525
89,0.607577,1.408007,2.382239,-0.991268,-1.833867
90,0.614188,1.649454,2.698969,-0.987265,-1.857090
91,0.555045,1.597157,3.017434,-0.999962,-1.710027
92,0.547088,1.699522,3.017434,-0.698307,-3.025088
93,0.606714,1.649454,2.721377,-0.999707,-1.830924
94,0.614189,1.649454,2.698196,-0.987498,-1.857065
95,0.543876,1.700042,3.017434,-0.619369,-2.929653
96,0.630273,1.692796,2.734912,-0.676538,-1.876816
97,0.630272,1.692796,2.735685,-0.676538,-1.876816
98,0.606547,1.408007,2.382239,-0.998038,-1.830283
99,0.555045,1.597157,2.997935,-0.998831,-1.710027
100,0.606692,1.323962,2.382239,-0.880394,-1.830523
101,0.630273,1.692796,2.740889,-0.633021,-1.876816
102,0.598308,1.404037,2.413292,-0.984920,-1.803752
103,0.600610,1.649454,2.721377,-0.975579,-1.811074
104,0.586162,1.649454,2.725117,-0.996966,-1.773525
105,0.592430,1.713003,2.734912,-0.984191,-1.784853
106,0.598308,1.323962,2.382239,-0.971273,-1.803752
107,0.600588,1.323962,2.382239,-0.962181,-1.810990
108,0.546329,1.700042,3.142585,-0.989369,-1.686393
109,0.585644,1.649454,2.734912,-0.989266,-1.773282
110,0.545674,1.700042,3.142585,-0.988866,-1.686133
111,0.600571,1.742540,2.961250,-0.810370,-1.810472
112,0.598453,1.319991,2.413292,-0.923772,-1.804257
113,0.586162,1.649454,2.734912,-0.999882,-1.773525
114,0.607577,1.408007,2.382239,-0.991268,-1.833867
115,0.614188,1.649454,2.698969,-0.987265,-1.857090
116,0.555045,1.597157,3.017434,-0.999962,-1.710027
117,0.547088,1.699522,3.017434,-0.698307,-3.025088
118,0.606714,1.649454,2.721377,-0.999707,-1.830924
119,0.614189,1.649454,2.698196,-0.987498,-1.857065
120,0.586162,1.649454,2.609620,-0.613118,-3.158339
121,0.614188,1.594995,2.698969,-0.858614,-1.857090
122,0.630273,1.692796,2.734912,-0.676538,-1.876816
123,0.630272,1.692796,2.735685,-0.676538,-1.876816
124,0.546329,1.700042,3.014937,-0.666115,-2.981627
125,0.606547,1.408007,2.382239,-0.998038,-1.830283
126,0.555045,1.597157,2.997935,-0.998831,-1.710027
127,0.606692,1.323962,2.382239,-0.880394,-1.830523
128,0.543876,1.700042,3.017434,-0.619369,-2.929653
129,0.630273,1.692796,2.740889,-0.633021,-1.876816
130,0.598308,1.404037,2.413292,-0.984920,-1.803752
131,0.600610,1.649454,2.721377,-0.975579,-1.811074
132,0.586162,1.649454,2.725117,-0.996966,-1.773525
133,0.592430,1.713003,2.734912,-0.984191,-1.784853
134,0.598308,1.323962,2.382239,-0.971273,-1.803752
135,0.600588,1.323962,2.382239,-0.962181,-1.810990
136,0.586162,1.557140,2.725117,-0.992994,-1.773525
137,0.555045,1.718305,3.017434,-0.991013,-1.710027
138,0.600571,1.742540,2.961250,-0.810370,-1.810472
139,0.598453,1.319991,2.413292,-0.923772,-1.804257
140,0.586162,1.649454,2.734912,-0.999882,-1.773525
141,0.607577,1.408007,2.382239,-0.991268,-1.833867
142,0.614188,1.649454,2.698969,-0.987265,-1.857090
143,0.555045,1.597157,3.017434,-0.999962,-1.710027
