Index,car_width,car_length,sampling_rate,isCollision,ego_vimpact,min_ttc,stopCondition,endTime,timeCollision
791,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
792,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
793,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
794,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
795,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
796,1.98,4.31,100,1.00,2.82,10.00,4.00,3.80,-1
797,1.98,4.31,100,1.00,2.87,10.00,4.00,3.84,-1
798,1.98,4.31,100,1.00,2.84,10.00,4.00,3.85,-1
799,1.98,4.31,100,1.00,1.48,10.00,4.00,6.67,-1
800,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
801,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
802,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
803,1.98,4.31,100,1.00,2.84,10.00,4.00,3.81,-1
804,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
805,1.98,4.31,100,1.00,2.78,0.38,4.00,7.98,-1
806,1.98,4.31,100,1.00,2.83,10.00,4.00,3.78,-1
807,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
808,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
809,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
810,1.98,4.31,100,1.00,2.83,10.00,4.00,3.78,-1
811,1.98,4.31,100,1.00,2.80,10.00,4.00,3.82,-1
812,1.98,4.31,100,1.00,2.84,10.00,4.00,3.78,-1
813,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
814,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
815,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
816,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
817,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
818,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
819,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
820,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
821,1.98,4.31,100,1.00,2.84,10.00,4.00,3.81,-1
822,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
823,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
824,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
825,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
826,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
827,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
828,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
829,1.98,4.31,100,1.00,2.80,10.00,4.00,3.81,-1
830,1.98,4.31,100,1.00,2.82,10.00,4.00,3.80,-1
831,1.98,4.31,100,1.00,2.84,0.15,4.00,8.78,-1
832,1.98,4.31,100,1.00,2.95,0.13,4.00,8.95,-1
833,1.98,4.31,100,1.00,2.84,0.15,4.00,8.78,-1
834,1.98,4.31,100,1.00,2.80,0.14,4.00,9.02,-1
835,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
836,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
837,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
838,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
839,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
840,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
841,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
842,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
843,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
844,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
845,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
846,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
847,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
848,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
849,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
850,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
851,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
852,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
853,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
854,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
855,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
856,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
857,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
858,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
859,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
860,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
861,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
862,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
863,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
864,1.98,4.31,100,1.00,2.84,10.00,4.00,3.81,-1
865,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
866,1.98,4.31,100,1.00,2.84,10.00,4.00,3.78,-1
867,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
868,1.98,4.31,100,1.00,2.83,10.00,4.00,3.78,-1
869,1.98,4.31,100,1.00,2.84,10.00,4.00,3.80,-1
870,1.98,4.31,100,1.00,2.78,0.38,4.00,7.98,-1
871,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
872,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
873,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
874,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
875,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
876,1.98,4.31,100,1.00,2.86,0.38,4.00,7.89,-1
877,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
878,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
879,1.98,4.31,100,1.00,2.84,10.00,4.00,3.81,-1
880,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
881,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
882,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
883,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
884,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
885,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
886,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
887,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
888,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
889,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
890,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
891,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
892,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
893,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
894,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
895,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
896,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
897,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
898,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
899,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
900,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
901,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
902,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
903,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
904,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
905,1.98,4.31,100,1.00,2.87,10.00,4.00,3.81,-1
906,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
907,1.98,4.31,100,1.00,2.78,0.38,4.00,7.98,-1
908,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
909,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
910,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
911,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
912,1.98,4.31,100,1.00,2.86,10.00,4.00,3.98,-1
913,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
914,1.98,4.31,100,1.00,2.86,0.38,4.00,7.89,-1
915,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
916,1.98,4.31,100,1.00,2.79,10.00,4.00,3.82,-1
917,1.98,4.31,100,1.00,2.84,10.00,4.00,3.80,-1
918,1.98,4.31,100,1.00,2.83,10.00,4.00,3.78,-1
919,1.98,4.31,100,1.00,2.84,10.00,4.00,3.78,-1
920,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
921,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
922,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
923,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
924,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
925,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
926,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
927,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
928,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
929,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
930,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
931,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
932,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
933,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
934,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
935,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
936,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
937,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
938,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
939,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
940,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
941,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
942,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
943,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
944,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
945,1.98,4.31,100,1.00,2.87,10.00,4.00,3.81,-1
946,1.98,4.31,100,1.00,2.78,0.38,4.00,7.98,-1
947,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
948,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
949,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
950,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
951,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
952,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
953,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
954,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
955,1.98,4.31,100,1.00,2.86,0.38,4.00,7.89,-1
956,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
957,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
958,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
959,1.98,4.31,100,1.00,1.49,10.00,4.00,6.68,-1
960,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
961,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
962,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
963,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
964,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
965,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
966,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
967,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
968,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
969,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
970,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
971,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
972,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
973,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
974,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
975,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
976,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
977,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
978,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
979,1.98,4.31,100,1.00,2.60,0.14,4.00,8.75,-1
980,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
981,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
982,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
983,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
984,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
985,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
986,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
987,1.98,4.31,100,1.00,2.87,10.00,4.00,3.81,-1
988,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
989,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
990,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
991,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
992,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
993,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
994,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
995,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
996,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
997,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
998,1.98,4.31,100,1.00,1.49,10.00,4.00,6.68,-1
999,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1000,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1001,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1002,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1003,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
1004,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1005,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1006,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
1007,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
1008,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
1009,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
1010,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
1011,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1012,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
1013,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1014,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1015,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1016,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1017,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1018,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1019,1.98,4.31,100,1.00,2.60,0.14,4.00,8.75,-1
1020,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1021,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1022,1.98,4.31,100,1.00,2.76,0.13,4.00,8.96,-1
1023,1.98,4.31,100,1.00,2.86,10.00,4.00,3.97,-1
1024,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1025,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1026,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1027,1.98,4.31,100,1.00,1.52,10.00,4.00,6.63,-1
1028,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
1029,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
1030,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
1031,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1032,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1033,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
1034,1.98,4.31,100,1.00,2.92,0.15,4.00,8.59,-1
1035,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
1036,1.98,4.31,100,1.00,2.87,10.00,4.00,3.81,-1
1037,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
1038,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
1039,1.98,4.31,100,1.00,2.88,10.00,4.00,3.80,-1
1040,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1041,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1042,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1043,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1044,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
1045,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
1046,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1047,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1048,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1049,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1050,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1051,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1052,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1053,1.98,4.31,100,1.00,2.60,0.14,4.00,8.75,-1
1054,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1055,1.98,4.31,100,1.00,2.76,0.13,4.00,8.96,-1
1056,1.98,4.31,100,1.00,2.89,10.00,4.00,3.76,-1
1057,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1058,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
1059,1.98,4.31,100,1.00,2.92,0.15,4.00,8.59,-1
1060,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
1061,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
1062,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
1063,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1064,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1065,1.98,4.31,100,1.00,1.52,10.00,4.00,6.63,-1
1066,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1067,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1068,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1069,1.98,4.31,100,1.00,2.86,10.00,4.00,3.92,-1
1070,1.98,4.31,100,1.00,2.86,10.00,4.00,3.80,-1
1071,1.98,4.31,100,1.00,2.88,10.00,4.00,3.79,-1
1072,1.98,4.31,100,1.00,2.87,10.00,4.00,3.85,-1
1073,1.98,4.31,100,1.00,2.86,10.00,4.00,3.96,-1
1074,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1075,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1076,1.98,4.31,100,1.00,2.86,10.00,4.00,3.97,-1
1077,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1078,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1079,1.98,4.31,100,1.00,2.93,0.38,4.00,7.90,-1
1080,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1081,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1082,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1083,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1084,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
1085,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
1086,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1087,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1088,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1089,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1090,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1091,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1092,1.98,4.31,100,1.00,2.60,0.14,4.00,8.75,-1
1093,1.98,4.31,100,1.00,2.70,0.12,4.00,8.95,-1
1094,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1095,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1096,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1097,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1098,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
1099,1.98,4.31,100,1.00,2.85,0.38,4.00,7.84,-1
1100,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1101,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1102,1.98,4.31,100,1.00,1.52,10.00,4.00,6.63,-1
1103,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1104,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1105,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1106,1.98,4.31,100,1.00,2.76,0.13,4.00,8.96,-1
1107,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
1108,1.98,4.31,100,1.00,2.92,0.15,4.00,8.59,-1
1109,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
1110,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1111,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1112,1.98,4.31,100,1.00,2.89,10.00,4.00,3.76,-1
1113,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1114,1.98,4.31,100,1.00,2.89,10.00,4.00,3.76,-1
1115,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1116,1.98,4.31,100,1.00,2.81,0.38,4.00,8.02,-1
1117,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1118,1.98,4.31,100,1.00,2.86,0.15,4.00,8.59,-1
1119,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1120,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1121,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1122,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1123,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
1124,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1125,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1126,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1127,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1128,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1129,1.98,4.31,100,1.00,2.70,0.12,4.00,8.95,-1
1130,1.98,4.31,100,1.00,2.92,0.15,4.00,8.60,-1
1131,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1132,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1133,1.98,4.31,100,1.00,2.86,0.38,4.00,7.83,-1
1134,1.98,4.31,100,1.00,2.66,0.14,4.00,8.76,-1
1135,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1136,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1137,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1138,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1139,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1140,1.98,4.31,100,1.00,1.52,10.00,4.00,6.63,-1
1141,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1142,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1143,1.98,4.31,100,1.00,2.76,0.13,4.00,8.96,-1
1144,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
1145,1.98,4.31,100,1.00,2.92,0.15,4.00,8.59,-1
1146,1.98,4.31,100,0.00,0.00,0.14,3.00,10.00,-1
1147,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1148,1.98,4.31,100,1.00,2.85,0.38,4.00,7.83,-1
1149,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1150,1.98,4.31,100,1.00,2.60,0.14,4.00,8.75,-1
1151,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1152,1.98,4.31,100,1.00,2.89,10.00,4.00,3.76,-1
1153,1.98,4.31,100,1.00,2.87,10.00,4.00,3.75,-1
1154,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1155,1.98,4.31,100,1.00,2.89,10.00,4.00,3.76,-1
1156,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1157,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1158,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1159,1.98,4.31,100,1.00,2.87,0.39,4.00,7.84,-1
1160,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1161,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1162,1.98,4.31,100,1.00,2.85,0.39,4.00,7.82,-1
1163,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1164,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1165,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1166,1.98,4.31,100,1.00,2.65,0.11,4.00,9.14,-1
1167,1.98,4.31,100,1.00,2.57,0.12,4.00,9.16,-1
1168,1.98,4.31,100,1.00,2.70,0.12,4.00,8.95,-1
1169,1.98,4.31,100,0.00,0.00,0.39,3.00,10.00,-1
1170,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1171,1.98,4.31,100,1.00,2.86,0.38,4.00,7.83,-1
1172,1.98,4.31,100,1.00,2.66,0.14,4.00,8.76,-1
1173,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1174,1.98,4.31,100,0.00,0.00,0.40,3.00,10.00,-1
1175,1.98,4.31,100,1.00,2.79,0.38,4.00,7.97,-1
1176,1.98,4.31,100,1.00,2.66,0.14,4.00,8.76,-1
1177,1.98,4.31,100,0.00,0.00,0.16,3.00,10.00,-1
1178,1.98,4.31,100,0.00,0.00,0.13,3.00,10.00,-1
1179,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1180,1.98,4.31,100,1.00,1.52,10.00,4.00,6.63,-1
1181,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
1182,1.98,4.31,100,1.00,1.49,10.00,4.00,6.65,-1
1183,1.98,4.31,100,1.00,2.73,0.12,4.00,9.19,-1
