run,NSGA-II,RS
1,0.18492020053594527,0.07819748643923506
2,0.23008587449416776,0.06495157247627231
3,0.17818715213559047,0.06940837269949808
4,0.16412010697309304,0.07265558106755622
5,0.192751736736209,0.07370019973492418
6,0.3179901138218216,0.06613755520075376
7,0.302942954655672,0.07515500280364755
8,0.28785857107513024,0.07106511901004187
9,0.2619236942225402,0.06998930527721163
10,0.16768559729905463,0.07212490055959568
