run,NSGA-II,RS
1,0.1814074824060537,0.07500393041123682
2,0.23620522747154746,0.06552754210776854
3,0.17491774510584618,0.06757456718248396
4,0.16952083015684552,0.07042633713352456
5,0.18858244906225224,0.06742225805418002
6,0.3095264736736464,0.06479451898222657
7,0.2883030485101083,0.07503127343046828
8,0.2986059402186712,0.0701497939510852
9,0.26188224435620927,0.06535269124270707
10,0.16529046231936842,0.070917783845123
