Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.100000,0.500000,0.000000,-0.000550,-0.543839,0
1,0.100000,0.500000,0.555556,-0.000540,-0.543839,0
2,0.100000,0.500000,1.111111,-0.000529,-0.543839,0
3,0.100000,0.500000,1.666667,-0.000519,-0.543839,0
4,0.100000,0.500000,2.222222,-0.000509,-0.543839,0
5,0.100000,0.500000,2.777778,-0.000500,-0.543839,0
6,0.100000,0.500000,3.333333,-0.000389,-0.543839,0
7,0.100000,0.500000,3.888889,-0.000078,-0.543839,0
8,0.100000,0.500000,4.444444,-0.000003,-0.543839,0
9,0.100000,0.500000,5.000000,-0.000000,-0.543839,0
10,0.200000,0.500000,0.000000,-0.066838,-0.807205,0
11,0.200000,0.500000,0.555556,-0.067175,-0.807205,0
12,0.200000,0.500000,1.111111,-0.067520,-0.807205,0
13,0.200000,0.500000,1.666667,-0.067860,-0.807205,0
14,0.200000,0.500000,2.222222,-0.068208,-0.807205,0
15,0.200000,0.500000,2.777778,-0.064153,-0.807205,0
16,0.200000,0.500000,3.333333,-0.018668,-0.807205,0
17,0.200000,0.500000,3.888889,-0.001208,-0.807205,0
18,0.200000,0.500000,4.444444,-0.000016,-0.807205,0
19,0.200000,0.500000,5.000000,-0.000000,-0.807205,0
20,0.300000,0.500000,0.000000,-0.434565,-0.017674,0
21,0.300000,0.500000,0.555556,-0.453835,-0.001590,0
22,0.300000,0.500000,1.111111,-0.992290,-1.051845,1
23,0.300000,0.500000,1.666667,-0.925422,-1.053071,1
24,0.300000,0.500000,2.222222,-0.278607,-1.053071,0
25,0.300000,0.500000,2.777778,-0.017989,-1.053071,0
26,0.300000,0.500000,3.333333,-0.000257,-1.043884,0
27,0.300000,0.500000,3.888889,-0.000005,-1.033053,0
28,0.300000,0.500000,4.444444,-0.000000,-1.029922,0
29,0.300000,0.500000,5.000000,-0.000000,-1.030690,0
30,0.400000,0.500000,0.000000,-0.964113,-1.318540,1
31,0.400000,0.500000,0.555556,-0.315540,-1.318540,0
32,0.400000,0.500000,1.111111,-0.021462,-1.319734,0
33,0.400000,0.500000,1.666667,-0.000338,-1.319734,0
34,0.400000,0.500000,2.222222,-0.000001,-1.305888,0
35,0.400000,0.500000,2.777778,-0.000000,-1.299075,0
36,0.400000,0.500000,3.333333,-0.000000,-1.295759,0
37,0.400000,0.500000,3.888889,-0.000000,-1.288533,0
38,0.400000,0.500000,4.444444,-0.000000,-1.276590,0
39,0.400000,0.500000,5.000000,-0.000000,-1.237612,0
40,0.500000,0.500000,0.000000,-0.024716,-1.569559,0
41,0.500000,0.500000,0.555556,-0.000386,-1.569559,0
42,0.500000,0.500000,1.111111,-0.000002,-1.576067,0
43,0.500000,0.500000,1.666667,-0.000000,-1.570732,0
44,0.500000,0.500000,2.222222,-0.000000,-1.568116,0
45,0.500000,0.500000,2.777778,-0.000000,-1.566584,0
46,0.500000,0.500000,3.333333,-0.000000,-1.566105,0
47,0.500000,0.500000,3.888889,-0.000000,-1.502782,0
48,0.500000,0.500000,4.444444,-0.000000,-1.497151,0
49,0.500000,0.500000,5.000000,-0.000000,-1.495297,0
50,0.600000,0.500000,0.000000,-0.000216,-1.809534,0
51,0.600000,0.500000,0.555556,-0.000001,-1.809567,0
52,0.600000,0.500000,1.111111,-0.000000,-1.809567,0
53,0.600000,0.500000,1.666667,-0.000000,-1.809735,0
54,0.600000,0.500000,2.222222,-0.000000,-1.809735,0
55,0.600000,0.500000,2.777778,-0.000000,-1.806909,0
56,0.600000,0.500000,3.333333,-0.000000,-1.770047,0
57,0.600000,0.500000,3.888889,-0.000000,-1.767059,0
58,0.600000,0.500000,4.444444,-0.000000,-1.766361,0
59,0.600000,0.500000,5.000000,-0.000000,-1.764657,0
60,0.700000,0.500000,0.000000,-0.000000,-2.005861,0
61,0.700000,0.500000,0.555556,-0.000000,-2.013894,0
62,0.700000,0.500000,1.111111,-0.000000,-2.010696,0
63,0.700000,0.500000,1.666667,-0.000000,-2.009970,0
64,0.700000,0.500000,2.222222,-0.000000,-2.009916,0
65,0.700000,0.500000,2.777778,-0.000000,-2.014611,0
66,0.700000,0.500000,3.333333,-0.000000,-2.013205,0
67,0.700000,0.500000,3.888889,-0.000000,-1.913507,0
68,0.700000,0.500000,4.444444,-0.000000,-1.910686,0
69,0.700000,0.500000,5.000000,-0.000000,-1.910686,0
70,0.800000,0.500000,0.000000,-0.000000,-2.176791,0
71,0.800000,0.500000,0.555556,-0.000000,-2.173708,0
72,0.800000,0.500000,1.111111,-0.000000,-2.170901,0
73,0.800000,0.500000,1.666667,-0.000000,-2.168478,0
74,0.800000,0.500000,2.222222,-0.000000,-2.224323,0
75,0.800000,0.500000,2.777778,-0.000000,-2.120880,0
76,0.800000,0.500000,3.333333,-0.000000,-2.114018,0
77,0.800000,0.500000,3.888889,-0.000000,-2.111172,0
78,0.800000,0.500000,4.444444,-0.000000,-2.111172,0
79,0.800000,0.500000,5.000000,-0.000000,-2.175223,0
80,0.900000,0.500000,0.000000,-0.000000,-2.555992,0
81,0.900000,0.500000,0.555556,-0.000000,-2.555992,0
82,0.900000,0.500000,1.111111,-0.000000,-2.514969,0
83,0.900000,0.500000,1.666667,-0.000000,-2.511763,0
84,0.900000,0.500000,2.222222,-0.000000,-2.515986,0
85,0.900000,0.500000,2.777778,-0.000000,-2.510102,0
86,0.900000,0.500000,3.333333,-0.000000,-2.507589,0
87,0.900000,0.500000,3.888889,-0.000000,-2.505139,0
88,0.900000,0.500000,4.444444,-0.000000,-2.570151,0
89,0.900000,0.500000,5.000000,-0.000000,-2.570151,0
90,1.000000,0.500000,0.000000,-0.000000,-2.923355,0
91,1.000000,0.500000,0.555556,-0.000000,-2.923355,0
92,1.000000,0.500000,1.111111,-0.000000,-2.916976,0
93,1.000000,0.500000,1.666667,-0.000000,-2.912928,0
94,1.000000,0.500000,2.222222,-0.000000,-2.911003,0
95,1.000000,0.500000,2.777778,-0.000000,-2.790225,0
96,1.000000,0.500000,3.333333,-0.000000,-2.789012,0
97,1.000000,0.500000,3.888889,-0.000000,-2.921208,0
98,1.000000,0.500000,4.444444,-0.000000,-2.921208,0
99,1.000000,0.500000,5.000000,-0.000000,-2.921208,0
100,0.100000,0.666667,0.000000,-0.000106,-0.586918,0
101,0.100000,0.666667,0.555556,-0.000274,-0.542757,0
102,0.100000,0.666667,1.111111,-0.000398,-0.566826,0
103,0.100000,0.666667,1.666667,-0.000562,-0.543839,0
104,0.100000,0.666667,2.222222,-0.000555,-0.543839,0
105,0.100000,0.666667,2.777778,-0.000541,-0.543839,0
106,0.100000,0.666667,3.333333,-0.000527,-0.543839,0
107,0.100000,0.666667,3.888889,-0.000514,-0.543839,0
108,0.100000,0.666667,4.444444,-0.000501,-0.543839,0
109,0.100000,0.666667,5.000000,-0.000316,-0.543839,0
110,0.200000,0.666667,0.000000,-0.008827,-0.820613,0
111,0.200000,0.666667,0.555556,-0.020335,-0.826415,0
112,0.200000,0.666667,1.111111,-0.045094,-0.807205,0
113,0.200000,0.666667,1.666667,-0.066225,-0.807205,0
114,0.200000,0.666667,2.222222,-0.066678,-0.807205,0
115,0.200000,0.666667,2.777778,-0.067127,-0.807205,0
116,0.200000,0.666667,3.333333,-0.067586,-0.807205,0
117,0.200000,0.666667,3.888889,-0.068041,-0.807205,0
118,0.200000,0.666667,4.444444,-0.067116,-0.807205,0
119,0.200000,0.666667,5.000000,-0.011964,-0.807205,0
120,0.300000,0.666667,0.000000,-0.451474,-0.394127,0
121,0.300000,0.666667,0.555556,-0.357684,-0.051862,0
122,0.300000,0.666667,1.111111,-0.477052,-1.341783,0
123,0.300000,0.666667,1.666667,-0.501653,-0.241498,0
124,0.300000,0.666667,2.222222,-0.457681,-0.006194,0
125,0.300000,0.666667,2.777778,-0.899803,-1.058303,1
126,0.300000,0.666667,3.333333,-0.974242,-1.051845,1
127,0.300000,0.666667,3.888889,-0.197654,-1.053071,0
128,0.300000,0.666667,4.444444,-0.002387,-1.051254,0
129,0.300000,0.666667,5.000000,-0.000037,-1.031403,0
130,0.400000,0.666667,0.000000,-0.451323,-0.097121,0
131,0.400000,0.666667,0.555556,-0.434005,-2.439699,0
132,0.400000,0.666667,1.111111,-0.986346,-2.349573,1
133,0.400000,0.666667,1.666667,-0.996886,-1.318540,1
134,0.400000,0.666667,2.222222,-0.215179,-1.318540,0
135,0.400000,0.666667,2.777778,-0.003149,-1.318540,0
136,0.400000,0.666667,3.333333,-0.000008,-1.303057,0
137,0.400000,0.666667,3.888889,-0.000000,-1.295917,0
138,0.400000,0.666667,4.444444,-0.000000,-1.288533,0
139,0.400000,0.666667,5.000000,-0.000000,-1.274794,0
140,0.500000,0.666667,0.000000,-0.964907,-2.606308,1
141,0.500000,0.666667,0.555556,-0.640858,-2.261782,1
142,0.500000,0.666667,1.111111,-0.242180,-1.569559,0
143,0.500000,0.666667,1.666667,-0.003845,-1.569559,0
144,0.500000,0.666667,2.222222,-0.000012,-1.572836,0
145,0.500000,0.666667,2.777778,-0.000000,-1.566952,0
146,0.500000,0.666667,3.333333,-0.000000,-1.570127,0
147,0.500000,0.666667,3.888889,-0.000000,-1.563678,0
148,0.500000,0.666667,4.444444,-0.000000,-1.504612,0
149,0.500000,0.666667,5.000000,-0.000000,-1.495297,0
150,0.600000,0.666667,0.000000,-0.623950,-2.218365,1
151,0.600000,0.666667,0.555556,-0.144312,-1.809534,0
152,0.600000,0.666667,1.111111,-0.001398,-1.809534,0
153,0.600000,0.666667,1.666667,-0.000001,-1.809567,0
154,0.600000,0.666667,2.222222,-0.000000,-1.809735,0
155,0.600000,0.666667,2.777778,-0.000000,-1.806722,0
156,0.600000,0.666667,3.333333,-0.000000,-1.817418,0
157,0.600000,0.666667,3.888889,-0.000000,-1.767059,0
158,0.600000,0.666667,4.444444,-0.000000,-1.764255,0
159,0.600000,0.666667,5.000000,-0.000000,-1.684929,0
160,0.700000,0.666667,0.000000,-0.046108,-2.005051,0
161,0.700000,0.666667,0.555556,-0.000192,-2.005051,0
162,0.700000,0.666667,1.111111,-0.000000,-2.014739,0
163,0.700000,0.666667,1.666667,-0.000000,-2.010146,0
164,0.700000,0.666667,2.222222,-0.000000,-2.010352,0
165,0.700000,0.666667,2.777778,-0.000000,-2.014645,0
166,0.700000,0.666667,3.333333,-0.000000,-2.012940,0
167,0.700000,0.666667,3.888889,-0.000000,-1.913507,0
168,0.700000,0.666667,4.444444,-0.000000,-1.910686,0
169,0.700000,0.666667,5.000000,-0.000000,-1.910686,0
170,0.800000,0.666667,0.000000,-0.000696,-2.178393,0
171,0.800000,0.666667,0.555556,-0.000000,-2.176791,0
