run,NSGA-II,RS
1,0.21472170166186536,0.08579012833829433
2,0.24543033225013958,0.07457091350913896
3,0.20279774169495696,0.07962360629301644
4,0.21401989030648402,0.08279615430927513
5,0.19756561489530564,0.07412742601610357
6,0.39985530122611196,0.06363772484293287
7,0.30617325436873316,0.08767676884430373
8,0.3085052562690956,0.07293233551209274
9,0.27893530060700444,0.06543473859306467
10,0.1623023174411962,0.07339536535760174
