Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.375863,0.949938,3.127768,-0.997721,-1.260210
1,0.392108,0.556070,1.045507,-0.672187,-1.287744
2,0.378387,1.844182,4.731469,-0.740569,-1.267022
3,0.375863,0.949938,3.127768,-0.997721,-1.260210
4,0.506350,1.379591,3.135748,-0.980980,-1.573466
5,0.416141,1.280509,3.290347,-0.699704,-2.476766
6,0.399602,0.562103,0.999839,-0.700697,-1.318277
7,0.396045,1.924792,4.925862,-0.923596,-1.304274
8,0.390376,1.446894,4.233770,-0.961690,-1.282995
9,0.415468,1.844698,4.741110,-0.622518,-1.374944
10,0.392108,0.556070,1.045507,-0.672187,-1.287744
11,0.378387,1.844182,4.731469,-0.740569,-1.267022
12,0.378387,1.924276,4.916220,-0.892050,-1.261101
13,0.375863,0.949938,3.127768,-0.997721,-1.260210
14,0.506350,1.379591,3.135748,-0.980980,-1.573466
15,0.416141,1.280509,3.290347,-0.699704,-2.476766
16,0.399953,1.446894,4.233770,-0.994240,-1.318826
17,0.425647,0.963550,3.112617,-0.867781,-1.380422
18,0.396045,1.924792,4.925862,-0.923596,-1.304274
19,0.390376,1.446894,4.233770,-0.961690,-1.282995
20,0.378613,1.924792,4.925862,-0.986739,-1.260756
21,0.399602,0.562103,0.999839,-0.700697,-1.318277
22,0.415468,1.844698,4.736263,-0.671960,-1.374944
23,0.378387,1.844182,4.731469,-0.740569,-1.267022
24,0.378387,1.924276,4.916220,-0.892050,-1.261101
25,0.392108,0.556070,1.045507,-0.672187,-1.287744
26,0.415468,1.844698,4.741110,-0.622518,-1.374944
27,0.375863,0.949938,3.127768,-0.997721,-1.260210
28,0.506350,1.379591,3.135748,-0.980980,-1.573466
29,0.416141,1.280509,3.290347,-0.699704,-2.476766
30,0.399953,1.446894,4.233770,-0.994240,-1.318826
31,0.372293,0.606297,0.508785,-0.950151,-2.282556
32,0.391035,1.924276,4.872605,-0.995243,-1.284312
33,0.415306,0.972468,3.036446,-0.992198,-1.374919
34,0.415238,1.280509,3.273962,-0.608617,-2.386699
35,0.399953,1.363427,4.233770,-0.993008,-1.318826
36,0.425647,0.963550,3.112617,-0.867781,-1.380422
37,0.396045,1.924792,4.925862,-0.923596,-1.304274
38,0.390376,1.446894,4.233770,-0.961690,-1.282995
39,0.378613,1.924748,4.928171,-0.986743,-1.260756
40,0.425658,0.949938,3.127768,-0.745552,-1.380108
41,0.378613,1.924792,4.925862,-0.986739,-1.260756
42,0.415468,1.844698,4.736263,-0.671960,-1.374944
43,0.392095,1.042289,3.678722,-0.921668,-1.287379
44,0.399602,0.562103,0.999839,-0.700697,-1.318277
45,0.375863,0.949938,3.127768,-0.997721,-1.260210
46,0.506350,1.379591,3.135748,-0.980980,-1.573466
47,0.391035,1.924276,4.872605,-0.995243,-1.284312
48,0.415306,0.972468,3.036446,-0.992198,-1.374919
49,0.375863,0.949938,3.120839,-0.997721,-1.260210
50,0.399953,1.450402,4.257166,-0.994695,-1.318826
51,0.372275,0.606297,0.508785,-0.956445,-2.333346
52,0.460353,1.352093,3.036446,-0.782186,-2.753135
53,0.399953,1.446894,4.233770,-0.994240,-1.318826
54,0.372293,0.606297,0.508785,-0.950151,-2.282556
55,0.416141,1.280509,3.290347,-0.699704,-2.476766
56,0.399953,1.363427,4.233770,-0.993008,-1.318826
57,0.425647,0.963550,3.112617,-0.867781,-1.380422
58,0.426825,0.949938,3.127768,-0.733406,-1.381561
59,0.415238,1.280509,3.273962,-0.608617,-2.386699
60,0.396045,1.924792,4.925862,-0.923596,-1.304274
61,0.378613,1.924748,4.928171,-0.986743,-1.260756
62,0.378630,1.924748,4.928171,-0.986868,-1.260646
63,0.393400,1.844698,4.765317,-0.983021,-1.294312
64,0.425658,0.949938,3.127768,-0.745552,-1.380108
65,0.399953,1.304708,4.233770,-0.779415,-1.318826
66,0.375863,0.949938,3.127768,-0.997721,-1.260210
67,0.506350,1.379591,3.135748,-0.980980,-1.573466
68,0.415306,0.972468,3.036446,-0.992198,-1.374919
69,0.375863,0.949938,3.120839,-0.997721,-1.260210
70,0.372275,0.606297,0.508785,-0.956445,-2.333346
71,0.460353,1.352093,3.036446,-0.782186,-2.753135
72,0.399953,1.457601,4.338294,-0.996857,-1.318826
73,0.416141,1.267596,3.290347,-0.810691,-2.454172
74,0.372293,0.616308,0.508785,-0.819090,-2.338673
75,0.372293,0.606297,0.508785,-0.950151,-2.282556
76,0.416141,1.280509,3.290347,-0.699704,-2.476766
77,0.391035,1.924276,4.872605,-0.995243,-1.284312
78,0.399953,1.450402,4.257166,-0.994695,-1.318826
79,0.425647,0.963550,3.112617,-0.867781,-1.380422
