Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.401826,1.070395,3.278724,-0.978346,-1.326215
1,0.583991,1.328283,2.512052,-0.922456,-1.772721
2,0.556262,0.990705,1.914048,-0.693935,-2.625999
3,0.542643,0.811523,0.783793,-0.726486,-2.571418
4,0.311454,0.709176,3.658870,-0.777652,-1.082390
5,0.506732,1.721461,3.644084,-0.679729,-1.576272
6,0.504868,0.717746,0.184819,-0.692844,-2.634297
7,0.440808,1.314360,3.137658,-0.833561,-2.624061
8,0.507050,1.905970,3.401697,-0.841668,-1.578206
9,0.431278,0.830269,2.547110,-0.822322,-1.391657
10,0.505001,1.307874,2.981421,-0.980253,-1.570362
11,0.628204,0.685930,0.090708,-0.662557,-1.872111
12,0.355458,0.742824,3.104869,-0.725112,-1.198645
13,0.383820,1.210958,3.517433,-0.741152,-2.297073
14,0.340328,1.169582,4.253058,-0.969439,-1.745939
15,0.433294,1.886190,4.549937,-0.814899,-1.397197
16,0.678576,1.848314,2.414625,-0.975532,-1.979373
17,0.402147,1.476397,4.305573,-0.990968,-1.327693
18,0.546735,1.672673,2.954293,-0.638567,-2.932615
19,0.385184,0.749625,1.978253,-0.843207,-2.285120
20,0.519854,1.478264,3.209548,-0.880495,-1.618425
21,0.449692,0.898819,2.497453,-0.989700,-1.445044
22,0.833697,1.334595,0.472920,-0.676681,-4.421634
23,0.631856,1.599989,2.389872,-0.979914,-1.882606
24,0.571622,1.011927,2.004430,-0.612181,-1.757016
25,0.599142,1.196817,1.385338,-0.803056,-3.395908
26,0.355888,1.725697,4.954195,-0.733446,-1.190611
27,0.346403,0.801620,3.171314,-0.996143,-1.169207
28,0.647367,1.249721,1.923920,-0.898604,-1.928850
29,0.462469,1.424113,3.696394,-0.971238,-1.475379
30,0.543310,1.400596,2.803344,-0.973501,-1.685070
31,0.362098,1.439230,4.933992,-0.934799,-1.219315
32,0.916419,1.013622,0.044612,-0.619503,-3.386064
33,0.392125,1.424901,4.360494,-0.989800,-1.287628
34,0.268386,0.744567,4.351188,-0.997326,-0.978042
35,0.438351,0.899554,2.626820,-0.997174,-1.410474
36,0.589412,1.120692,1.978009,-0.977318,-1.774724
37,0.834800,1.889103,1.715247,-0.802165,-2.312920
38,0.284567,0.932205,4.688418,-0.830759,-0.995094
39,0.521319,1.845162,3.367997,-0.988563,-1.622871
40,0.468891,1.297781,3.198782,-0.997404,-1.495776
41,0.653862,0.864211,0.395300,-0.649367,-2.828684
42,0.490660,1.988384,3.886395,-0.971480,-1.558342
43,0.391400,0.607340,0.981102,-0.983583,-1.285820
44,0.326716,0.723949,3.567632,-0.698426,-1.121824
45,0.387874,0.650203,1.195627,-0.680106,-0.128210
46,0.371667,1.028959,3.463917,-0.985788,-1.249455
47,0.395640,1.417616,4.239310,-0.993285,-1.302193
48,0.589182,1.281355,1.788303,-0.657736,-1.232433
49,0.568091,1.977190,3.094938,-0.990338,-1.747599
50,0.614465,0.928602,1.298188,-0.922084,-1.857337
51,0.673002,0.906444,0.927466,-0.610034,-1.963524
52,0.517152,0.699846,0.379865,-0.632482,-0.105947
53,0.761292,0.921754,0.422525,-0.627580,-0.246760
54,0.386723,0.782346,2.518884,-0.978938,-1.271683
55,0.312856,0.652965,2.794561,-0.993716,-1.084776
56,0.523351,0.712004,0.236745,-0.994608,-2.698920
57,0.645664,1.871927,2.617609,-0.978412,-1.925685
58,0.553704,1.673481,3.099568,-0.992800,-1.705489
59,0.432707,1.749294,4.402952,-0.932948,-1.395224
60,0.340328,1.008742,4.426093,-0.978884,-1.155478
61,0.465358,1.027535,2.859512,-0.931080,-1.483506
62,0.460254,0.732314,1.520066,-0.989609,-1.474403
63,0.599380,1.412586,2.432902,-0.974174,-1.807197
64,0.819403,0.930668,0.193307,-0.776154,-2.256878
65,0.465690,1.073719,1.990330,-0.857489,-2.796245
66,0.419327,1.339459,3.505664,-0.610002,-0.643947
67,0.446552,1.195889,3.523056,-0.831299,-1.433470
68,0.647523,1.792862,2.622954,-0.896644,-1.929227
69,0.641961,1.559552,2.233495,-0.980079,-1.914436
70,0.815230,0.885901,0.085290,-0.720768,-2.239922
71,0.469003,1.618196,3.606396,-0.979898,-1.496634
72,0.760684,1.461926,1.202110,-0.618598,-3.802230
73,0.783229,1.096846,0.912376,-0.860714,-2.120158
74,0.280370,0.813141,4.779058,-0.923146,-0.989901
75,0.335644,0.973867,4.545420,-0.734958,-1.143963
76,0.481474,1.015748,2.358294,-0.989815,-1.534587
77,0.620168,1.495046,2.090377,-0.605590,-1.714769
78,0.336619,0.870922,3.626525,-0.997323,-1.147552
79,0.683769,1.482905,2.117040,-0.784902,-1.993522
80,0.376492,1.178341,3.502676,-0.752313,-2.188933
81,0.244631,0.643537,1.262237,-0.605620,-0.912706
82,0.422282,1.110491,3.274754,-0.983013,-1.376223
83,0.320010,0.672112,3.342279,-0.640678,-1.101011
84,0.356385,1.099900,4.309461,-0.993193,-1.200934
