Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.524531,0.765187,0.572243,-0.844913,-2.701993
1,0.317891,0.848058,3.775116,-0.993891,-1.095631
2,0.322348,0.951170,4.471048,-0.981724,-1.107475
3,0.361444,0.652870,1.632115,-0.945562,-1.215723
4,0.372210,1.514164,4.801384,-0.992829,-1.250963
5,0.626453,1.673241,2.653118,-0.933847,-1.870877
6,0.637229,1.801918,2.566128,-0.999359,-1.900333
7,0.477612,1.805748,3.860483,-0.996349,-1.524286
8,0.609123,1.539336,2.519096,-0.999334,-1.839458
9,0.533674,1.751401,3.271799,-0.971234,-1.667966
10,0.768308,1.967140,2.089213,-0.988202,-2.094370
11,0.423420,1.720058,4.557467,-0.703083,-1.377483
12,0.596273,0.821762,0.475413,-0.721433,-2.722175
13,0.536577,1.668219,3.277674,-0.885727,-1.680927
14,0.598941,1.933671,3.123162,-0.755933,-1.806323
15,0.497369,0.711734,0.299301,-0.875919,-2.517582
16,0.342128,1.129991,3.910880,-0.842323,-1.805071
17,0.393248,1.347483,3.956555,-0.995007,-1.292740
18,0.422516,0.883933,2.545589,-0.717641,-2.328857
19,0.533061,1.654835,3.088824,-0.986362,-1.665511
20,0.622912,1.796713,2.713251,-0.976855,-1.869136
21,0.579855,0.930727,1.556428,-0.911847,-1.771916
22,0.356319,0.585724,1.420697,-0.990493,-1.200693
23,0.511421,0.810018,1.177506,-0.956804,-2.693962
24,0.446744,1.398324,3.671733,-0.995404,-1.434398
25,0.585484,1.138480,2.211925,-0.732857,-1.773471
26,0.686219,1.732560,2.392447,-0.665997,-1.995801
27,0.276628,0.669438,3.234516,-0.817319,-0.980383
28,0.327694,1.229507,4.780224,-0.987064,-1.122604
29,0.380511,0.597837,0.516726,-0.997514,-2.325762
30,0.417630,0.690603,0.922243,-0.869088,-2.357013
31,0.292490,0.856017,4.044097,-0.791154,-1.033682
32,0.391001,1.287546,3.940626,-0.960393,-1.285388
33,0.428680,0.509101,0.172125,-0.674772,-1.385611
34,0.402144,0.606794,0.054405,-0.942395,-2.446351
35,0.574869,1.273153,2.346875,-0.996854,-1.764553
36,0.268959,0.679392,4.200331,-0.988990,-0.980459
37,0.348382,0.996147,4.015379,-0.991486,-1.174274
38,0.399785,1.458652,3.961547,-0.619252,-2.133156
39,0.416784,0.917561,1.568004,-0.658793,-2.577009
40,0.394185,1.323120,3.691579,-0.669725,-2.317076
41,0.477374,1.299395,2.903525,-0.994195,-2.440105
42,0.873912,0.989182,0.096337,-0.676331,-3.261056
43,0.536831,0.842250,1.388844,-0.983130,-2.478108
44,0.470094,1.460709,3.703368,-0.880772,-1.498954
45,0.452470,1.314378,3.019733,-0.873897,-2.719272
46,0.668651,1.290842,1.929251,-0.741261,-1.951906
47,0.345284,0.568788,1.429700,-0.984271,-1.166062
48,0.300264,0.732190,3.315249,-0.994521,-1.053247
49,0.322046,0.596760,2.044778,-0.999822,-1.107094
50,0.463089,1.771825,3.766277,-0.882157,-1.481706
51,0.486213,1.374481,3.008235,-0.838696,-1.542550
52,0.505091,1.687255,3.644516,-0.613070,-1.570398
53,0.630074,1.180261,2.003914,-0.689365,-1.876243
54,0.558968,1.674931,2.913030,-0.607167,-1.191341
55,0.345519,0.873069,2.298037,-0.650058,-1.838247
56,0.809433,1.506041,1.527989,-0.763486,-2.217505
57,0.504785,1.482389,3.130542,-0.998193,-1.570568
58,0.332983,0.938741,3.216013,-0.990360,-1.743077
59,0.459075,1.551395,3.968423,-0.802396,-1.473421
60,0.361576,1.244498,4.502207,-0.997024,-1.217383
61,0.488243,1.423154,3.346367,-0.983695,-1.552112
62,0.602574,1.095020,1.768099,-0.990476,-1.817759
63,0.638487,1.928660,2.714450,-0.998837,-1.904120
64,0.394402,1.483599,4.094994,-0.791449,-1.305647
65,0.473147,0.791430,1.617471,-0.982057,-1.509723
66,0.433859,0.731429,1.354809,-0.958840,-2.324877
67,0.492408,1.615941,3.219740,-0.834920,-1.559990
68,0.308694,0.739726,3.387994,-0.996495,-1.079161
69,0.508127,0.970217,2.063712,-0.975134,-1.579512
70,0.399464,1.136005,3.593065,-0.991033,-1.316311
71,0.801241,1.538223,1.616739,-0.755215,-2.183890
72,0.426901,0.718666,0.998256,-0.653727,-2.364692
73,0.252546,0.710980,4.924805,-0.747077,-0.912390
74,0.809853,1.122083,0.848650,-0.784805,-2.218756
75,0.407069,0.702457,1.832770,-0.984068,-1.346438
76,0.647591,1.009372,1.406199,-0.724178,-1.929344
77,0.471453,0.879560,2.396277,-0.654150,-1.503744
78,0.463160,1.773503,4.053779,-0.999700,-1.477426
79,0.291417,0.943578,4.885232,-0.995294,-1.014676
80,0.578537,1.426107,2.796126,-0.653535,-1.771808
