run,NSGA-II,RS
0,0.18184417518118298,0.0753816102665673
1,0.2245256586915804,0.06437859231871611
2,0.17647426490463292,0.0666155505693268
3,0.16230448654974916,0.07059016975382326
4,0.18738405941240882,0.07065245326751085
5,0.3101233019449206,0.06454400375044805
6,0.3054707753488759,0.07402294266750688
7,0.27873281142439615,0.07003813819778802
8,0.25083069533060276,0.0687958141591721
9,0.1612208601808664,0.07122835191659796
