Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.775547,1.626788,1.817563,-0.901290,-2.104183,1
1,0.967511,0.611885,0.597395,-0.000000,-2.794919,0
2,0.994620,0.603411,1.681128,-0.000000,-2.889713,0
3,0.727275,0.604720,1.377503,-0.000000,-2.053383,0
4,0.662923,1.942189,3.001729,-0.008373,-1.942145,0
5,0.564622,1.451551,2.971469,-0.450335,-1.738985,0
6,0.721608,1.715568,2.596459,-0.000998,-2.044633,0
7,0.312899,1.164698,4.557755,-0.673076,-1.362964,1
8,0.917757,1.565338,2.982397,-0.000000,-2.495483,0
9,0.802557,1.188065,2.951455,-0.000000,-2.257371,0
10,0.890138,0.767738,2.123306,-0.000000,-2.525111,0
11,0.563497,1.499238,0.605003,-0.044301,-1.735801,0
12,0.576568,0.942668,3.106027,-0.000000,-1.762790,0
13,0.271558,1.098083,3.831856,-0.516836,-0.974955,0
14,0.328028,1.977680,4.021509,-0.103924,-1.145330,0
15,0.846099,1.527421,3.356845,-0.000000,-2.304249,0
16,0.678487,1.002637,3.507409,-0.000000,-1.984965,0
17,0.923971,0.613299,2.389530,-0.000000,-2.479170,0
18,0.428400,0.824538,3.273481,-0.005162,-1.385904,0
19,0.395116,0.618344,2.307568,-0.018742,-1.301103,0
20,0.361529,0.869735,2.776528,-0.479511,-0.043834,0
21,0.521771,1.333704,1.937605,-0.175806,-0.103499,0
22,0.284961,1.898780,3.881437,-0.020261,-1.058992,0
23,0.275819,0.784066,0.242266,-0.023545,-1.026899,0
24,0.549563,0.973739,4.676616,-0.000000,-1.671918,0
25,0.928110,1.025930,4.085232,-0.000000,-2.437893,0
26,0.394020,0.680885,4.028456,-0.000000,-1.276508,0
27,0.358708,1.964808,2.713301,-0.014380,-1.249230,0
28,0.304850,1.963488,1.060809,-0.000064,-1.185566,0
29,0.303559,1.872273,3.083941,-0.007305,-1.093084,0
30,0.197836,1.813368,2.862058,-0.000159,-0.900473,0
31,0.230545,1.657644,1.975949,-0.000146,-0.990088,0
32,0.213919,1.414874,3.541970,-0.004090,-0.883257,0
33,0.167007,1.790527,0.568766,-0.000001,-0.927898,0
34,0.201532,1.235439,2.611482,-0.001061,-0.860771,0
35,0.148851,1.272293,2.321801,-0.000098,-0.754292,0
36,0.110220,0.882267,2.254772,-0.000283,-0.581391,0
37,0.149955,1.633966,0.974730,-0.000003,-0.857265,0
38,0.104582,1.517999,1.581480,-0.000003,-0.724527,0
39,0.101213,1.454534,3.246309,-0.000031,-0.624858,0
40,0.775547,1.626788,1.817563,-0.901290,-2.104183,1
41,0.967511,0.611885,0.597395,-0.000000,-2.794919,0
42,0.994620,0.603411,1.681128,-0.000000,-2.889713,0
43,0.521497,1.451551,3.042466,-0.978202,-1.623445,1
44,0.904160,1.429361,2.123306,-0.000000,-2.513012,0
45,0.662923,1.942189,3.001729,-0.008373,-1.942145,0
46,0.564622,1.451551,2.971469,-0.450335,-1.738985,0
47,0.721608,1.715568,2.596459,-0.000998,-2.044633,0
48,0.578541,1.383844,1.822235,-0.226003,-1.762854,0
49,0.325585,0.869735,2.776528,-0.862279,-1.694307,1
50,0.575683,1.527421,0.679890,-0.062504,-1.774561,0
51,0.890138,0.767738,2.123306,-0.000000,-2.525111,0
52,0.978838,0.869735,2.776528,-0.000000,-2.585708,0
53,0.727275,0.604720,1.377503,-0.000000,-2.053383,0
54,0.917757,1.565338,2.982397,-0.000000,-2.495483,0
55,0.802557,1.188065,2.951455,-0.000000,-2.257371,0
56,0.833913,1.499238,3.281972,-0.000000,-2.359740,0
57,0.920123,0.970087,2.389530,-0.000000,-2.503158,0
58,0.662923,1.942189,3.230685,-0.000122,-1.934953,0
59,0.678487,1.902702,3.507409,-0.000000,-1.987073,0
60,0.312899,1.164698,4.557755,-0.673076,-1.362964,1
61,0.428400,1.868475,3.092038,-0.415508,-1.397981,0
62,0.563497,1.499238,0.605003,-0.044301,-1.735801,0
63,0.497176,1.332262,0.603193,-0.047760,-1.577085,0
64,0.563497,1.499238,0.600829,-0.044301,-1.735801,0
65,0.846099,1.527421,3.356845,-0.000000,-2.304249,0
66,0.923971,0.613299,2.389530,-0.000000,-2.479170,0
67,0.576568,0.942668,3.106027,-0.000000,-1.762790,0
68,0.678487,1.002637,3.507409,-0.000000,-1.984965,0
69,0.271558,1.098083,3.831856,-0.516836,-0.974955,0
70,0.311393,1.152350,4.755347,-0.635711,-0.037876,0
71,0.303559,0.828210,3.265384,-0.583794,-0.149053,0
72,0.351094,0.784066,3.565679,-0.472411,-1.181024,0
73,0.428303,1.872273,3.083941,-0.397577,-1.397644,0
74,0.928110,1.025930,4.085232,-0.000000,-2.437893,0
75,0.303656,0.824538,3.273481,-0.585656,-0.033299,0
76,0.576568,0.887713,3.110210,-0.000000,-1.761038,0
77,0.397561,1.520021,4.028138,-0.422359,-1.013846,0
78,0.329534,1.977680,4.041628,-0.114646,-1.149269,0
79,0.361529,0.869735,2.776528,-0.479511,-0.043834,0
80,0.775547,1.626788,1.817563,-0.901290,-2.104183,1
81,0.967511,0.611885,0.597395,-0.000000,-2.794919,0
82,0.994620,0.603411,1.681128,-0.000000,-2.889713,0
83,0.521497,1.451551,3.042466,-0.978202,-1.623445,1
84,0.967039,0.611885,0.597395,-0.000000,-2.793609,0
85,0.995686,0.597289,1.678620,-0.000000,-2.894920,0
86,0.926586,1.315760,1.822235,-0.000000,-2.597585,0
87,0.521497,1.451551,3.081465,-0.970977,-1.624062,1
88,0.564622,1.451551,2.971469,-0.450335,-1.738985,0
89,0.325585,0.869735,2.776528,-0.862279,-1.694307,1
90,0.763926,1.626788,2.026605,-0.336349,-2.090670,0
91,0.982670,0.826084,1.681128,-0.000000,-2.787729,0
92,0.978781,0.872522,4.085232,-0.000000,-2.837322,0
93,0.904160,1.429361,2.123306,-0.000000,-2.513012,0
94,0.923971,1.533877,2.389530,-0.000000,-2.545264,0
95,0.928167,1.023143,1.877450,-0.000000,-2.595100,0
96,0.312899,1.164698,4.557755,-0.673076,-1.362964,1
97,0.782743,1.634869,1.482995,-0.533528,-1.674369,0
98,0.662923,1.942189,3.001729,-0.008373,-1.942145,0
99,0.721608,1.715568,2.596459,-0.000998,-2.044633,0
100,0.578541,1.383844,1.822235,-0.226003,-1.762854,0
101,0.575683,1.527421,0.679890,-0.062504,-1.774561,0
102,0.721608,1.465985,2.596459,-0.000022,-2.050706,0
103,0.921998,1.164698,4.557755,-0.000000,-2.643118,0
104,0.760516,1.634924,3.278768,-0.000000,-2.084595,0
105,0.890138,0.767738,2.123306,-0.000000,-2.525111,0
106,0.978838,0.869735,2.776528,-0.000000,-2.585708,0
107,0.917757,1.565338,2.982397,-0.000000,-2.495483,0
108,0.802557,1.188065,2.951455,-0.000000,-2.257371,0
109,0.833913,1.499238,3.281972,-0.000000,-2.359740,0
110,0.920123,0.970087,2.389530,-0.000000,-2.503158,0
111,0.918905,0.976210,2.392038,-0.000000,-2.501807,0
112,0.311393,1.152350,4.755347,-0.635711,-0.037876,0
113,0.907650,0.822095,2.776528,-0.000000,-2.499626,0
114,0.428400,1.868475,3.092038,-0.415508,-1.397981,0
115,0.497176,1.332262,0.603193,-0.047760,-1.577085,0
116,0.296459,0.816458,3.273481,-0.586404,-0.465935,0
117,0.271558,1.098083,3.831856,-0.516836,-0.974955,0
118,0.351094,0.784066,3.565679,-0.472411,-1.181024,0
119,0.563497,1.499238,0.605003,-0.044301,-1.735801,0
120,0.775547,1.626788,1.817563,-0.901290,-2.104183,1
121,0.967511,0.611885,0.597395,-0.000000,-2.794919,0
122,0.994620,0.603411,1.681128,-0.000000,-2.889713,0
123,0.521497,1.451551,3.042466,-0.978202,-1.623445,1
124,0.967039,0.611885,0.597395,-0.000000,-2.793609,0
125,0.995686,0.597289,1.678620,-0.000000,-2.894920,0
126,0.521497,1.462429,3.081465,-0.972523,-1.624062,1
127,0.996157,0.597289,1.678620,-0.000000,-2.896338,0
128,0.966468,1.634869,1.478192,-0.000340,-2.791566,0
129,0.995686,0.549429,1.678620,-0.000000,-2.896777,0
130,0.564622,1.451551,2.971469,-0.450335,-1.738985,0
131,0.325585,0.869735,2.776528,-0.862279,-1.694307,1
132,0.763926,1.626788,2.026605,-0.336349,-2.090670,0
133,0.967511,0.611885,1.007896,-0.000000,-2.794919,0
134,0.993115,0.597289,1.678620,-0.000000,-2.884491,0
135,0.521497,1.451551,3.081465,-0.970977,-1.624062,1
136,0.926586,1.315760,1.822235,-0.000000,-2.597585,0
137,0.805909,1.183831,1.832649,-0.000006,-2.187636,0
138,0.782743,1.634869,1.482995,-0.533528,-1.674369,0
139,0.662923,1.942189,3.001729,-0.008373,-1.942145,0
140,0.721608,1.715568,2.596459,-0.000998,-2.044633,0
141,0.578541,1.383844,1.822235,-0.226003,-1.762854,0
142,0.721608,1.465985,2.596459,-0.000022,-2.050706,0
143,0.600052,1.455198,2.982397,-0.025643,-1.809577,0
144,0.575683,1.516543,0.679890,-0.068974,-1.776919,0
145,0.724091,1.705550,2.617950,-0.000502,-2.048171,0
146,0.982670,0.826084,1.681128,-0.000000,-2.787729,0
147,0.978781,0.872522,4.085232,-0.000000,-2.837322,0
148,0.976175,0.882540,4.063741,-0.000000,-2.827499,0
149,0.312899,1.164698,4.557755,-0.673076,-1.362964,1
150,0.317953,0.869735,2.776528,-0.564306,-1.513640,0
151,0.923971,1.533877,2.389530,-0.000000,-2.545264,0
152,0.928167,1.023143,1.877450,-0.000000,-2.595100,0
153,0.904160,1.479900,2.123306,-0.000000,-2.513698,0
154,0.783310,0.611885,0.602198,-0.000000,-2.118675,0
155,0.311393,1.152350,4.755347,-0.635711,-0.037876,0
156,0.978310,0.872522,4.085232,-0.000000,-2.836009,0
157,0.575683,1.527421,0.679890,-0.062504,-1.774561,0
158,0.428400,1.868475,3.092038,-0.415508,-1.397981,0
159,0.296459,0.816458,3.239476,-0.587430,-0.493505,0
160,0.775547,1.626788,1.817563,-0.901290,-2.104183,1
161,0.994620,0.603411,1.681128,-0.000000,-2.889713,0
162,0.521497,1.451551,3.042466,-0.978202,-1.623445,1
163,0.995686,0.597289,1.678620,-0.000000,-2.894920,0
164,0.521497,1.462429,3.081465,-0.972523,-1.624062,1
165,0.996157,0.597289,1.678620,-0.000000,-2.896338,0
166,0.966468,1.634869,1.478192,-0.000340,-2.791566,0
167,0.995686,0.549429,1.669276,-0.000000,-2.896777,0
168,0.782743,1.324304,1.482995,-0.542553,-2.119243,0
169,0.969150,1.634869,0.263562,-0.042567,-2.268021,0
170,0.332202,0.871634,2.770427,-0.965264,-1.755740,1
171,0.515711,1.462429,3.081465,-0.983549,-1.604630,1
172,0.775547,1.626788,1.814503,-0.901290,-2.104183,1
173,0.513789,1.453255,3.042466,-0.986753,-1.598658,1
174,0.995686,0.549429,4.756432,-0.000000,-2.904878,0
175,0.973323,1.633165,1.478192,-0.000173,-2.816024,0
176,0.995686,1.670160,1.678620,-0.000000,-2.883628,0
177,0.993115,0.597289,1.678620,-0.000000,-2.884491,0
178,0.521497,1.451551,3.081465,-0.970977,-1.624062,1
179,0.966468,1.634869,1.481252,-0.000255,-2.791566,0
180,0.995686,0.549429,1.678620,-0.000000,-2.896777,0
181,0.781876,1.626788,2.026605,-0.097397,-2.115830,0
182,0.325585,0.869735,2.776528,-0.862279,-1.694307,1
183,0.763926,1.626788,2.026605,-0.336349,-2.090670,0
184,0.766094,1.602013,2.026605,-0.226591,-2.092360,0
185,0.565093,1.451551,2.971469,-0.456068,-1.740280,0
186,0.967511,0.611885,0.597395,-0.000000,-2.794919,0
187,0.967039,0.611885,0.597395,-0.000000,-2.793609,0
188,0.312899,1.164698,4.557755,-0.673076,-1.362964,1
