Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.419256,1.014192,2.155563,-0.772479,-2.606034
1,0.603640,1.029294,1.823819,-0.677926,-1.820834
2,0.468220,0.710387,1.589792,-0.637633,-1.491476
3,0.419256,1.014192,2.155563,-0.772479,-2.606034
4,0.427969,0.582170,0.798981,-0.917288,-1.383315
5,0.610668,1.369489,1.823805,-0.730451,-3.358843
6,0.609994,1.393910,2.500781,-0.745105,-1.841873
7,0.419158,1.016596,2.134665,-0.693563,-2.615864
8,0.603640,1.029294,1.823819,-0.677926,-1.820834
9,0.468220,0.710387,1.589792,-0.637633,-1.491476
10,0.419256,1.014192,2.155563,-0.772479,-2.606034
11,0.610668,1.369489,1.831492,-0.762304,-3.358843
12,0.591590,1.060617,1.803532,-0.987909,-1.782042
13,0.610668,1.369489,1.823805,-0.730451,-3.358843
14,0.418608,1.014259,2.155563,-0.750410,-2.595017
15,0.427969,0.582170,0.798981,-0.917288,-1.383315
16,0.436884,0.582170,0.797139,-0.830406,-1.407168
17,0.419158,1.016596,2.134665,-0.693563,-2.615864
18,0.970733,1.048611,0.091168,-0.648192,-2.982625
19,0.609994,1.393910,2.500781,-0.745105,-1.841873
20,0.427969,0.711260,0.907209,-0.667480,-2.377207
21,0.603640,1.029294,1.823819,-0.677926,-1.820834
22,0.468220,0.710387,1.589792,-0.637633,-1.491476
23,0.610668,1.369489,1.831492,-0.762304,-3.358843
24,0.468220,0.710387,0.694073,-0.952263,-2.448420
25,0.591590,1.069687,1.823712,-0.988193,-1.782042
26,0.444562,1.014192,1.884267,-0.861659,-2.757130
27,0.610668,1.360419,1.803625,-0.747124,-3.358843
28,0.591590,1.060617,1.803532,-0.987909,-1.782042
29,0.419256,1.014192,2.155563,-0.772479,-2.606034
30,0.610668,1.369489,1.823805,-0.730451,-3.358843
31,0.427969,0.582170,0.798981,-0.917288,-1.383315
32,0.436884,0.583322,0.806338,-0.832119,-1.407168
33,0.418608,1.014259,2.155563,-0.750410,-2.595017
