run,NSGA-II,RS
1,0.2176787508689843,0.10592058531544676
2,0.29601574319840496,0.07237581662096497
3,0.22793014856090005,0.06680944222189895
4,0.1837242978099315,0.09102926337679391
5,0.23569842432528929,0.0703046720863419
6,0.3512320952517724,0.06903996085734584
7,0.31519240556357947,0.09112918878683958
8,0.39738790790805334,0.0809074686268116
9,0.38277360115917686,0.06709062190513877
10,0.23413497182927523,0.07335345465668414
